Name,Market Cap,Multiplicative,Share Price,Country
Civeo,0.29,1000000000,19.40,USA
Stellus Capital,0.29,1000000000,14.00,USA
Prelude Therapeutics,0.29,1000000000,5.56,USA
Faro Technologies,0.29,1000000000,15.42,USA
Aeva Technologies,0.29,1000000000,1.32,USA
PepGen,0.29,1000000000,12.22,USA
Regional Management,0.29,1000000000,30.13,USA
Hyderabad Industries Limited,0.29,1000000000,38.48,India
Digital Bros,0.29,1000000000,20.33,Italy
NL Industries,0.28,1000000000,5.94,USA
Nuvectis Pharma,0.28,1000000000,18.10,USA
CPI Card Group,0.28,1000000000,25.33,USA
Sun Corp,0.28,1000000000,13.03,Japan
LivePerson,0.28,1000000000,3.66,USA
First Bancorp,0.28,1000000000,26.08,USA
Cigniti Technologies,0.28,1000000000,10.59,India
Marvelous,0.28,1000000000,4.78,Japan
SelectQuote,0.28,1000000000,1.73,USA
Bridgewater Bancshares,0.28,1000000000,10.32,USA
Zumiez,0.28,1000000000,14.56,USA
Chicago Atlantic Real Estate Finance,0.28,1000000000,15.90,USA
Kingfa Science & Technology,0.28,1000000000,23.74,India
Alpha Tau Medical,0.28,1000000000,4.14,Israel
Cadiz,0.28,1000000000,4.30,USA
Bitfarms,0.28,1000000000,1.17,Canada
MSTC Limited,0.28,1000000000,4.07,India
Homeland Interactive Technology,0.28,1000000000,0.22,China
MVB Financial,0.28,1000000000,22.48,USA
Rallybio,0.28,1000000000,7.56,USA
Park Aerospace,0.28,1000000000,13.92,USA
Intrepid Potash,0.28,1000000000,21.65,USA
SRA Holdings,0.28,1000000000,23.06,Japan
Viant Technology,0.28,1000000000,4.56,USA
Innate Pharma,0.28,1000000000,3.48,France
Information Services Group,0.28,1000000000,5.85,USA
Imagicaaworld Entertainment,0.28,1000000000,0.59,India
Seer,0.28,1000000000,4.43,USA
SEACOR Marine,0.28,1000000000,10.42,USA
UroGen Pharma,0.28,1000000000,12.00,USA
Subros,0.28,1000000000,4.31,India
CompX International,0.28,1000000000,22.80,USA
Carrols Restaurant Group,0.28,1000000000,5.19,USA
Limoneira,0.28,1000000000,15.58,USA
ORIC Pharmaceuticals,0.28,1000000000,6.21,USA
SOPHiA GENETICS,0.27,1000000000,4.35,Switzerland
Kyokuyo,0.27,1000000000,25.98,Japan
Frontier Developments,0.27,1000000000,7.09,UK
Gatos Silver,0.27,1000000000,4.04,USA
Sterling Bancorp,0.27,1000000000,5.50,USA
LendingTree,0.27,1000000000,21.63,USA
Urban One,0.27,1000000000,5.92,USA
Nutex Health,0.27,1000000000,0.42,USA
Gannett,0.27,1000000000,1.87,USA
Vasta Platform,0.27,1000000000,3.37,Brazil
Rigel Pharmaceuticals,0.27,1000000000,1.60,USA
ACNB Corporation,0.27,1000000000,32.56,USA
Bit Digital,0.27,1000000000,3.36,USA
Black Box,0.27,1000000000,1.65,India
Kaltura,0.27,1000000000,2.03,USA
Gulf Oil Lubricants,0.27,1000000000,5.65,India
Willis Lease Finance Corporation,0.27,1000000000,43.54,USA
Blade Air Mobility,0.27,1000000000,3.78,USA
Home Bancorp,0.27,1000000000,33.49,USA
FriendTimes,0.27,1000000000,0.13,China
First Foundation,0.27,1000000000,4.89,USA
Sierra Bancorp,0.27,1000000000,18.32,USA
NGM Biopharmaceuticals,0.27,1000000000,3.34,USA
Fire Rock,0.27,1000000000,0.07000,China
Greenhill,0.27,1000000000,14.62,USA
Olympique Lyonnais Groupe,0.27,1000000000,3.21,France
Acrivon Therapeutics,0.27,1000000000,12.50,USA
Paisalo Digital,0.27,1000000000,0.61,India
InflaRx,0.27,1000000000,4.65,Germany
Hallador Energy Company,0.27,1000000000,8.26,USA
Weyco Group,0.27,1000000000,28.78,USA
Pure Cycle (water),0.27,1000000000,11.36,USA
Lands' End,0.27,1000000000,8.51,USA
TELA Bio,0.27,1000000000,11.16,USA
PMV Pharmaceuticals,0.27,1000000000,5.96,USA
908 Devices,0.27,1000000000,8.48,USA
Ashoka Buildcon,0.27,1000000000,0.97,India
Rayonier Advanced Materials,0.27,1000000000,4.18,USA
RattanIndia Power,0.27,1000000000,0.05000,India
Granite Point Mortgage Trust,0.27,1000000000,5.27,USA
Honda Siel Power Products,0.27,1000000000,26.72,India
Puravankara,0.27,1000000000,1.14,India
AMMO,0.26,1000000000,2.29,USA
HIVE Blockchain Technologies,0.26,1000000000,3.22,Canada
inTEST Corporation,0.26,1000000000,24.19,USA
Civista Bancshares,0.26,1000000000,17.06,USA
Voxx International,0.26,1000000000,11.65,USA
Focus Entertainment,0.26,1000000000,42.70,France
Huhtamaki India,0.26,1000000000,3.48,India
AFC Gamma,0.26,1000000000,13.06,USA
Baozun,0.26,1000000000,4.50,China
LianBio,0.26,1000000000,2.49,USA
Texmaco Rail & Engineering,0.26,1000000000,0.81,India
Acacia Research,0.26,1000000000,4.54,USA
Western Copper and Gold,0.26,1000000000,1.64,Canada
Enad Global 7,0.26,1000000000,2.99,Sweden
Vicarious Surgical,0.26,1000000000,2.09,USA
ShotSpotter,0.26,1000000000,21.58,USA
Ranger Energy Services,0.26,1000000000,10.60,USA
Addiko Bank,0.26,1000000000,13.30,Austria
Dollar Industries,0.26,1000000000,4.63,India
Rupa Company,0.26,1000000000,3.30,India
Greenply,0.26,1000000000,2.12,India
Emerald Holding,0.26,1000000000,4.16,USA
Gold Royalty Corp,0.26,1000000000,1.81,Canada
Amplify Energy,0.26,1000000000,6.71,USA
Ovid Therapeutics,0.26,1000000000,3.69,USA
Caledonia Mining,0.25,1000000000,13.55,Jersey
Investors Title Company,0.25,1000000000,137.00,USA
ThredUp,0.25,1000000000,2.51,USA
Fujibo Holdings,0.25,1000000000,22.42,Japan
Priority Technology Holdings,0.25,1000000000,3.37,USA
Sify,0.25,1000000000,1.41,India
Forum Energy Technologies,0.25,1000000000,25.38,USA
OptimizeRx,0.25,1000000000,14.99,USA
Burning Rock Biotech,0.25,1000000000,2.50,China
Aptech,0.25,1000000000,6.15,India
MM Forgings,0.25,1000000000,10.59,India
Shore Bancshares,0.25,1000000000,12.86,USA
Sundaram Finance,0.25,1000000000,1.15,India
Richardson Electronics,0.25,1000000000,18.09,USA
I-Mab Biopharma,0.25,1000000000,3.06,China
Perpetua Resources,0.25,1000000000,4.04,USA
Federal-Mogul Goetze,0.25,1000000000,4.59,India
Hong Kong Ferry,0.25,1000000000,0.71,Hong Kong
LiveVox,0.25,1000000000,2.73,USA
Financial Institutions,0.25,1000000000,16.49,USA
NACCO Industries,0.25,1000000000,33.73,USA
Spok Holdings,0.25,1000000000,12.69,USA
Thorne HealthTech,0.25,1000000000,4.69,USA
Hersha Hospitality Trust,0.25,1000000000,6.06,USA
ReneSola,0.25,1000000000,3.75,USA
The Children's Place,0.25,1000000000,20.15,USA
Lifecore Biomedical,0.25,1000000000,8.28,USA
The Original BARK Company,0.24,1000000000,1.40,USA
TOP Financial Group Limited,0.24,1000000000,7.12,Hong Kong
Nature's Sunshine Products,0.24,1000000000,13.09,USA
GEOX,0.24,1000000000,0.98,Italy
Confidence Petroleum,0.24,1000000000,0.87,India
Lumax Industries,0.24,1000000000,26.64,India
Glass House Brands,0.24,1000000000,3.66,USA
Verrica Pharmaceuticals,0.24,1000000000,5.94,USA
First Business Financial Services,0.24,1000000000,29.97,USA
Performant Financial,0.24,1000000000,3.29,USA
CI Games,0.24,1000000000,1.30,Poland
IsoEnergy,0.24,1000000000,2.24,Canada
CARE's Ratings,0.24,1000000000,8.32,India
Eagle Pharmaceuticals,0.24,1000000000,18.87,USA
Willdan Group,0.24,1000000000,18.30,USA
SKYX Platforms,0.24,1000000000,2.82,USA
Silicom,0.24,1000000000,36.36,Israel
Alpine Income Property Trust,0.24,1000000000,16.06,USA
Inogen,0.24,1000000000,10.62,USA
eHealth,0.24,1000000000,8.86,USA
MPS Limited,0.24,1000000000,14.35,India
Accelya,0.24,1000000000,16.41,India
RBB Bancorp,0.24,1000000000,12.89,USA
Molecular Partners,0.24,1000000000,6.78,Switzerland
Hindustan Sanitaryware & Industries,0.24,1000000000,3.77,India
Jaypee Group,0.24,1000000000,0.10,India
Arteris,0.24,1000000000,6.90,USA
Kamada,0.24,1000000000,5.33,Israel
BlackSky Technology,0.24,1000000000,1.75,USA
Valens Semiconductor,0.24,1000000000,2.38,Israel
Dakota Gold,0.24,1000000000,3.23,USA
"PLAID,Inc.",0.24,1000000000,6.19,Japan
eGain,0.24,1000000000,7.61,USA
Wendt India,0.24,1000000000,121.03,India
Mo-BRUK S.A.,0.24,1000000000,68.84,Poland
Apyx Medical,0.24,1000000000,6.96,USA
Unity Bancorp,0.24,1000000000,23.90,USA
Blend Labs,0.24,1000000000,0.99,USA
Vidhi Specialty Food,0.24,1000000000,4.81,India
Lineage Cell Therapeutics,0.23,1000000000,1.41,USA
Acumen Pharmaceuticals,0.23,1000000000,5.84,USA
D-Wave Quantum,0.23,1000000000,1.88,Canada
Maruzen,0.23,1000000000,14.75,Japan
Silence Therapeutics,0.23,1000000000,6.64,UK
Nkarta,0.23,1000000000,4.87,USA
Asure Software,0.23,1000000000,11.55,USA
EverQuote,0.23,1000000000,7.22,USA
Kamux,0.23,1000000000,5.94,Finland
NanoString Technologies,0.23,1000000000,5.02,USA
Cian,0.23,1000000000,3.40,Russia
HF Foods Group,0.23,1000000000,4.39,USA
Immersion Corporation,0.23,1000000000,7.27,USA
UBM Development,0.23,1000000000,31.75,Austria
Sequent Scientific,0.23,1000000000,0.93,India
Potbelly Corporation,0.23,1000000000,8.10,USA
Himalaya Shipping,0.23,1000000000,5.94,Bermuda
The ONE Group Hospitality,0.23,1000000000,7.40,USA
Yiren Digital,0.23,1000000000,2.66,China
Ashiana Housing,0.23,1000000000,2.29,India
Aemetis,0.23,1000000000,6.42,USA
Vizsla Silver,0.23,1000000000,1.13,Canada
Comtech Telecommunications,0.23,1000000000,8.41,USA
Alembic Limited,0.23,1000000000,0.91,India
SpiceJet,0.23,1000000000,0.39,India
UNITED,0.23,1000000000,5.96,Japan
India Glycols,0.23,1000000000,7.53,India
Karyopharm Therapeutics,0.23,1000000000,2.04,USA
Cormedix,0.23,1000000000,5.12,USA
Clipper Realty,0.23,1000000000,5.48,USA
Transphorm,0.23,1000000000,3.91,USA
CarParts.com,0.23,1000000000,4.12,USA
Northrim BanCorp,0.23,1000000000,41.02,USA
Synlait Milk,0.23,1000000000,1.06,New Zealand
Third Coast Bancshares,0.23,1000000000,17.06,USA
LumiraDx,0.23,1000000000,0.37,UK
Akoustis Technologies,0.23,1000000000,3.23,USA
NACL Industries,0.23,1000000000,1.16,India
Kingsway Financial Services,0.23,1000000000,8.74,Canada
Adaptimmune Therapeutics,0.22,1000000000,1.02,UK
Ellomay Capital,0.22,1000000000,17.83,Israel
Lesaka Technologies,0.22,1000000000,3.71,South Africa
BayCom (United Business Bank),0.22,1000000000,18.53,USA
Kopin Corporation,0.22,1000000000,2.04,USA
Nyxoah,0.22,1000000000,7.92,Belgium
Quipt Home Medical,0.22,1000000000,5.38,USA
MISTRAS Group,0.22,1000000000,7.47,USA
OneConnect,0.22,1000000000,5.80,China
Bank7,0.22,1000000000,24.70,USA
Middlefield Banc,0.22,1000000000,27.93,USA
Park-Ohio Holdings,0.22,1000000000,17.62,USA
Fiesta Restaurant Group,0.22,1000000000,8.65,USA
Ocwen,0.22,1000000000,29.44,USA
Rani Therapeutics,0.22,1000000000,4.42,USA
Softstar Entertainment,0.22,1000000000,2.83,Taiwan
EyePoint Pharmaceuticals,0.22,1000000000,6.54,USA
Cardlytics,0.22,1000000000,6.61,USA
Maiden Holdings,0.22,1000000000,2.20,Bermuda
Americanas,0.22,1000000000,0.25,Brazil
Ponce Financial Group,0.22,1000000000,8.98,USA
Repco Home Finance,0.22,1000000000,3.57,India
Big Lots,0.22,1000000000,7.58,USA
Gallantt Ispat,0.22,1000000000,0.78,India
Cooper Standard,0.22,1000000000,12.87,USA
City Office REIT,0.22,1000000000,5.52,Canada
Skillsoft,0.22,1000000000,1.34,USA
Full House Resorts,0.22,1000000000,6.39,USA
Fabasoft,0.21,1000000000,19.98,Austria
SWK Holdings,0.21,1000000000,17.10,USA
Universal Technical Institute,0.21,1000000000,6.42,USA
GrowGeneration,0.21,1000000000,3.58,USA
Sanghi Industries,0.21,1000000000,0.83,India
Plumas Bancorp,0.21,1000000000,37.20,USA
Dhampur Sugar Mills,0.21,1000000000,3.28,India
Bionano Genomics,0.21,1000000000,0.71,USA
Spectrum Pharmaceuticals,0.21,1000000000,1.06,USA
Terran Orbital,0.21,1000000000,1.35,USA
Bigtincan,0.21,1000000000,0.35,Australia
Jagran Prakashan,0.21,1000000000,1.00,India
Markforged,0.21,1000000000,1.10,USA
Evofem Biosciences,0.21,1000000000,1.00,USA
Filatex India,0.21,1000000000,0.49,India
Cantabil Retail India,0.21,1000000000,13.02,India
Sandhar,0.21,1000000000,3.57,India
J.Jill,0.21,1000000000,20.32,USA
So-Young International,0.21,1000000000,2.12,China
ESS Tech,0.21,1000000000,1.39,USA
Foseco India,0.21,1000000000,33.53,India
Uranium Royalty,0.21,1000000000,2.13,Canada
Vadilal Industries,0.21,1000000000,29.61,India
Benson Hill,0.21,1000000000,1.03,USA
Southern First Bancshares,0.21,1000000000,26.55,USA
Century Casinos,0.21,1000000000,7.03,USA
Mammoth Energy Services,0.21,1000000000,4.46,USA
Atomera,0.21,1000000000,8.71,USA
The Joint Corp.,0.21,1000000000,14.47,USA
Ouster,0.21,1000000000,5.47,USA
RGC Resources,0.21,1000000000,21.36,USA
Parke Bancorp,0.21,1000000000,17.72,USA
Gencor Industries,0.21,1000000000,14.39,USA
Jakks Pacific,0.21,1000000000,21.35,USA
Tingo Group,0.20,1000000000,1.28,USA
Cosmo First,0.20,1000000000,7.70,India
Tidewater Renewables,0.20,1000000000,6.04,Canada
Marathon Gold,0.20,1000000000,0.53,Canada
Monte Carlo Fashions,0.20,1000000000,10.00,India
Tide Water Oil,0.20,1000000000,12.00,India
BCB Bancorp,0.20,1000000000,12.41,USA
Pexip,0.20,1000000000,2.06,Norway
Timberland Bancorp,0.20,1000000000,25.45,USA
Velan,0.20,1000000000,9.68,Canada
Stratus Properties,0.20,1000000000,26.20,USA
InfuSystem,0.20,1000000000,9.93,USA
Atlas Lithium,0.20,1000000000,20.82,USA
Orrstown Financial Services,0.20,1000000000,19.47,USA
Quantum-Si,0.20,1000000000,1.46,USA
Akebia Therapeutics,0.20,1000000000,1.11,USA
Shankara Building,0.20,1000000000,9.02,India
Zomedica Pharmaceuticals,0.20,1000000000,0.21,USA
Actinium Pharmaceuticals,0.20,1000000000,7.75,USA
Talkspace,0.20,1000000000,1.25,USA
Columbia Care,0.20,1000000000,0.48,USA
Poseida Therapeutics,0.20,1000000000,2.35,USA
SML Isuzu,0.20,1000000000,14.09,India
Tredegar,0.20,1000000000,6.00,USA
Nacon,0.20,1000000000,2.23,France
VersaBank,0.20,1000000000,7.85,Canada
Gran Tierra Energy,0.20,1000000000,5.48,Canada
TrueCar,0.20,1000000000,2.27,USA
Red Robin,0.20,1000000000,12.54,USA
Akatsuki Inc,0.20,1000000000,14.63,Japan
Tillys,0.20,1000000000,6.76,USA
Shalby,0.20,1000000000,1.86,India
PlayAGS,0.20,1000000000,5.29,USA
KemPharm,0.20,1000000000,5.81,USA
Allbirds,0.20,1000000000,1.33,USA
Duluth Holdings,0.20,1000000000,5.79,USA
Third Harmonic Bio,0.19,1000000000,4.95,USA
Workhorse Group,0.19,1000000000,1.07,USA
Arqit Quantum,0.19,1000000000,1.48,UK
Aadi Bioscience,0.19,1000000000,8.13,USA
Nouveau Monde Graphite,0.19,1000000000,3.27,Canada
Silvercrest Asset Management Group,0.19,1000000000,20.90,USA
Bankwell Financial Group,0.19,1000000000,25.21,USA
Anup Engineering,0.19,1000000000,19.91,India
ReconAfrica,0.19,1000000000,0.96,Canada
Altimmune,0.19,1000000000,4.00,USA
FuRyu,0.19,1000000000,7.46,Japan
United Insurance Holdings,0.19,1000000000,4.55,USA
Atara Biotherapeutics,0.19,1000000000,2.01,USA
Zevra Therapeutics,0.19,1000000000,5.81,USA
Tabula Rasa HealthCare,0.19,1000000000,7.33,USA
Nelco,0.19,1000000000,8.62,India
XOMA,0.19,1000000000,17.10,USA
CSI Compressco,0.19,1000000000,1.38,USA
Nordic Paper,0.19,1000000000,2.93,Sweden
Hooker Furniture,0.19,1000000000,17.92,USA
Citius Pharmaceuticals,0.19,1000000000,1.23,USA
Townsquare Media,0.19,1000000000,11.15,USA
WeWork,0.19,1000000000,0.25,USA
EMX Royalty,0.19,1000000000,1.76,Canada
Gritstone bio,0.19,1000000000,2.19,USA
Sangamo Therapeutics,0.19,1000000000,1.13,USA
Pkp Cargo,0.19,1000000000,4.32,Poland
Codorus Valley Bancorp,0.19,1000000000,20.11,USA
Alico,0.19,1000000000,25.33,USA
Angel Oak REIT,0.19,1000000000,7.73,USA
Codexis,0.19,1000000000,2.88,USA
Southern States Bancshares,0.19,1000000000,22.00,USA
I.g. Petrochemicals,0.19,1000000000,6.22,India
Aurora Cannabis,0.19,1000000000,0.54,Canada
C&F Financial Corporation,0.19,1000000000,55.78,USA
gumi,0.19,1000000000,4.88,Japan
ContextLogic (wish.com),0.19,1000000000,8.12,USA
Quad,0.19,1000000000,3.63,USA
5E Advanced Materials,0.19,1000000000,4.32,USA
DHI Group,0.19,1000000000,4.02,USA
Portman Ridge,0.19,1000000000,19.98,USA
Penns Woods Bancorp,0.18,1000000000,26.85,USA
Wheels India,0.18,1000000000,7.87,India
Adicet Bio,0.18,1000000000,4.40,USA
Turtle Beach Corp,0.18,1000000000,11.02,USA
Orange County Bancorp,0.18,1000000000,33.40,USA
XBiotech,0.18,1000000000,6.19,USA
Oportun Financial,0.18,1000000000,5.56,USA
Nusantara Pelabuhan Handal,0.18,1000000000,0.07000,Indonesia
Absa Bank,0.18,1000000000,42.01,South Africa
Iris Energy,0.18,1000000000,3.42,Australia
Alto Ingredients,0.18,1000000000,2.47,USA
IZEA Worldwide,0.18,1000000000,3.00,USA
Igarashi Motors India,0.18,1000000000,5.95,India
Asiasoft,0.18,1000000000,0.37,Thailand
Immutep,0.18,1000000000,2.10,Australia
KVH Industries,0.18,1000000000,9.61,USA
Telos,0.18,1000000000,2.70,USA
Vera Bradley,0.18,1000000000,6.06,USA
Gati,0.18,1000000000,1.43,India
Indian Metals & Ferro Alloys,0.18,1000000000,3.47,India
RPG Life Sciences,0.18,1000000000,11.21,India
Serverworks,0.18,1000000000,23.95,Japan
SmileDirectClub,0.18,1000000000,0.48,USA
PDS Biotechnology,0.18,1000000000,6.03,USA
Arbe Robotics,0.18,1000000000,2.82,Israel
Capacit'e Infraprojects,0.18,1000000000,2.51,India
BioAtla,0.18,1000000000,3.78,USA
ADC Therapeutics,0.18,1000000000,2.29,Switzerland
Big 5 Sporting Goods,0.18,1000000000,8.21,USA
Escalade Sports,0.18,1000000000,13.38,USA
Central Valley Community Bancorp,0.18,1000000000,15.62,USA
Beyond Air,0.18,1000000000,6.10,USA
Tamil Nadu Newsprint and Papers Limited,0.18,1000000000,2.64,India
Kezar Life Sciences,0.18,1000000000,2.52,USA
Sportsman's Warehouse,0.18,1000000000,4.83,USA
Kuantum Papers,0.18,1000000000,2.08,India
Redwire,0.18,1000000000,2.82,USA
Iteris,0.18,1000000000,4.24,USA
Selecta Biosciences,0.18,1000000000,1.18,USA
Loop Media,0.18,1000000000,3.21,USA
Oxford Square Capital,0.18,1000000000,2.72,USA
Bannerman Energy,0.18,1000000000,1.20,Australia
Orpea,0.18,1000000000,2.79,France
Skipper Limited,0.18,1000000000,1.76,India
Opthea,0.18,1000000000,3.09,Australia
Limestone Bancorp,0.17,1000000000,23.42,USA
Summit Midstream,0.17,1000000000,17.24,USA
Merrimack Pharmaceuticals,0.17,1000000000,12.46,USA
PREOS Real Estate,0.17,1000000000,1.01,Germany
AlphaPolis,0.17,1000000000,18.32,Japan
Rane Holdings,0.17,1000000000,12.25,India
Brightcove,0.17,1000000000,4.12,USA
First Western Financial,0.17,1000000000,18.50,USA
Satellogic,0.17,1000000000,1.97,USA
Digital Domain,0.17,1000000000,0.03000,Hong Kong
Aenza,0.17,1000000000,2.01,Peru
Vroom,0.17,1000000000,1.26,USA
MainStreet Bancshares,0.17,1000000000,23.25,USA
INEOS Styrolution,0.17,1000000000,9.94,India
Semler Scientific,0.17,1000000000,25.50,USA
Liberty TripAdvisor Holdings,0.17,1000000000,0.68,USA
KORU Medical Systems,0.17,1000000000,3.74,USA
Rottneros,0.17,1000000000,1.13,Sweden
Bank of Innovation,0.17,1000000000,43.19,Japan
Hester Biosciences,0.17,1000000000,19.98,India
Cara Therapeutics,0.17,1000000000,3.20,USA
Augmedix,0.17,1000000000,4.24,USA
Verastem Oncology,0.17,1000000000,10.28,USA
GeneDx Holdings,0.17,1000000000,6.71,USA
Identiv,0.17,1000000000,7.46,USA
Starbox Group,0.17,1000000000,3.15,Malaysia
Hyzon Motors,0.17,1000000000,0.70,USA
Eurobio Scientific,0.17,1000000000,16.01,France
SYLA Technologies,0.17,1000000000,7.12,Japan
Ceragon Networks,0.17,1000000000,2.02,Israel
PolyMet,0.17,1000000000,0.87,Canada
RumbleON,0.17,1000000000,10.34,USA
Community Financial Corporation,0.17,1000000000,30.00,USA
Sorrento Therapeutics,0.16,1000000000,0.31,USA
The Beachbody Company,0.16,1000000000,0.53,USA
Media and Games Invest,0.16,1000000000,1.05,Malta
Ames National Corp.,0.16,1000000000,18.61,USA
KCP Limited,0.16,1000000000,1.30,India
AC Immune,0.16,1000000000,2.00,Switzerland
Southern Petrochemical Industries Corp,0.16,1000000000,0.82,India
LCNB,0.16,1000000000,15.01,USA
Twin Disc,0.16,1000000000,12.07,USA
Grindrod Shipping,0.16,1000000000,8.53,Singapore
Ten Square Games,0.16,1000000000,22.56,Poland
C4 Therapeutics,0.16,1000000000,3.37,USA
Veritone,0.16,1000000000,4.49,USA
Park City Group,0.16,1000000000,9.00,USA
Peninsula Energy,0.16,1000000000,0.13,Australia
Parag Milk Foods,0.16,1000000000,1.37,India
X-Legend Entertainment,0.16,1000000000,1.48,Taiwan
ESSA Bancorp,0.16,1000000000,15.71,USA
eMagin,0.16,1000000000,1.96,USA
Caesarstone,0.16,1000000000,4.70,Israel
Cato Fashion,0.16,1000000000,8.01,USA
Virginia National Bankshares,0.16,1000000000,30.21,USA
Absci,0.16,1000000000,1.75,USA
AgroFresh,0.16,1000000000,3.00,USA
Graphite Bio,0.16,1000000000,2.77,USA
WM Technology,0.16,1000000000,0.93,USA
Zentek,0.16,1000000000,1.59,Canada
Backblaze,0.16,1000000000,4.64,USA
The RealReal,0.16,1000000000,1.60,USA
GTPL Hathway,0.15,1000000000,1.42,India
Méliuz,0.15,1000000000,1.84,Brazil
kneat.com,0.15,1000000000,1.96,Ireland
Annexon,0.15,1000000000,3.00,USA
Kinnate Biopharma,0.15,1000000000,3.40,USA
The Honest Company,0.15,1000000000,1.69,USA
Lantronix,0.15,1000000000,4.30,USA
Sasken Technologies,0.15,1000000000,10.46,India
BAIOO Family Interactive,0.15,1000000000,0.05000,China
Mahanagar Telephone Nigam,0.15,1000000000,0.25,India
AFC Energy,0.15,1000000000,0.21,UK
PTC Financial Services,0.15,1000000000,0.24,India
AXT Inc,0.15,1000000000,3.59,USA
Sterling Tools,0.15,1000000000,4.34,India
Alithya Group,0.15,1000000000,1.66,Canada
Noodles & Company,0.15,1000000000,3.35,USA
iHuman,0.15,1000000000,2.89,China
Yuke's,0.15,1000000000,18.35,Japan
Devolver Digital,0.15,1000000000,0.31,USA
Adverum Biotechnologies,0.15,1000000000,1.52,USA
Rocky Brands,0.15,1000000000,20.76,USA
Cytosorbents,0.15,1000000000,3.47,USA
Indorama Synthetics,0.15,1000000000,0.58,India
Tethys Oil,0.15,1000000000,4.76,Sweden
Groupon,0.15,1000000000,4.93,USA
Latch,0.15,1000000000,1.04,USA
Excel Industries,0.15,1000000000,11.99,India
Volta,0.15,1000000000,0.86,USA
Global Fashion Group,0.15,1000000000,0.67,Luxembourg
Rent the Runway,0.15,1000000000,2.23,USA
Matrix Service,0.15,1000000000,5.55,USA
Lyra Therapeutics,0.14,1000000000,3.03,USA
Parken Sport (F.C. Copenhagen),0.14,1000000000,15.35,Denmark
Mind Medicine,0.14,1000000000,3.77,USA
Lazydays Holdings,0.14,1000000000,10.77,USA
KAP AG,0.14,1000000000,19.16,Germany
Loop Industries,0.14,1000000000,3.13,Canada
KLX Energy Services,0.14,1000000000,9.04,USA
L.B. Foster,0.14,1000000000,13.38,USA
Prakash Industries,0.14,1000000000,0.81,India
Ashford Hospitality Trust,0.14,1000000000,4.06,USA
Koh Young Technology,0.14,1000000000,11.26,S. Korea
Euroseas,0.14,1000000000,21.06,Greece
Sachem Capital,0.14,1000000000,3.36,USA
Rico Auto Industries,0.14,1000000000,1.09,India
Kokuyo Camlin,0.14,1000000000,1.43,India
Westport Fuel Systems,0.14,1000000000,8.54,Canada
Franklin Street Properties,0.14,1000000000,1.42,USA
G5 Entertainment,0.14,1000000000,18.15,Sweden
Drecom,0.14,1000000000,5.14,Japan
American Resources Corp,0.14,1000000000,1.87,USA
Celularity,0.14,1000000000,0.81,USA
China Automotive Systems,0.14,1000000000,4.84,China
NeoVolta,0.14,1000000000,4.40,USA
MICT,0.14,1000000000,0.93,USA
Scienjoy,0.14,1000000000,3.58,China
Protalix BioTherapeutics,0.14,1000000000,2.15,Israel
G1 Therapeutics,0.14,1000000000,2.81,USA
Heron Therapeutics,0.14,1000000000,1.21,USA
The Container Store,0.14,1000000000,2.90,USA
First Guaranty Bancshares,0.14,1000000000,12.67,USA
Vaxart,0.14,1000000000,0.96,USA
Salisbury Bancorp,0.14,1000000000,24.89,USA
Provident Bancorp,0.14,1000000000,8.16,USA
Platinum Group Metals,0.14,1000000000,1.44,Canada
Mynaric,0.14,1000000000,6.36,Germany
Rigetti Computing,0.14,1000000000,1.11,USA
LL Flooring,0.14,1000000000,4.71,USA
O2Micro,0.14,1000000000,4.90,Cayman Islands
Larimar Therapeutics,0.14,1000000000,3.30,USA
1stdibs.Com,0.14,1000000000,3.61,USA
Oriental Aromatics,0.14,1000000000,4.24,India
ProQR,0.14,1000000000,1.76,Netherlands
Heritage Global,0.14,1000000000,3.81,USA
U.S. GoldMining,0.14,1000000000,11.65,USA
MariMed,0.14,1000000000,0.39,USA
Graham Corporation,0.14,1000000000,13.23,USA
ZeroFox,0.14,1000000000,1.19,USA
Prenetics,0.14,1000000000,0.88,Hong Kong
ESSA Pharma,0.14,1000000000,3.19,Canada
Hurco Companies,0.14,1000000000,21.75,USA
Greenwich LifeSciences,0.14,1000000000,10.90,USA
Userjoy Technology,0.13,1000000000,2.90,Taiwan
Porch Group,0.13,1000000000,1.42,USA
Great Ajax,0.13,1000000000,5.90,USA
Creepy Jar,0.13,1000000000,204.07,Poland
OrganiGram Holdings,0.13,1000000000,0.44,Canada
Kitex Garments,0.13,1000000000,2.07,India
Evans Bancorp,0.13,1000000000,25.25,USA
Andrew Peller,0.13,1000000000,3.03,Canada
PyroGenesis Canada,0.13,1000000000,0.77,Canada
Gossamer Bio,0.13,1000000000,1.44,USA
Solid Biosciences,0.13,1000000000,7.01,USA
Innovid,0.13,1000000000,1.00,USA
PLBY Group (Playboy),0.13,1000000000,1.86,USA
RADCOM,0.13,1000000000,9.13,Israel
Himatsingka Seide,0.13,1000000000,1.39,India
Inotiv,0.13,1000000000,5.29,USA
Mangalore Chemicals and Fertilizers,0.13,1000000000,1.15,India
Yatra,0.13,1000000000,2.17,India
AN2 Therapeutics,0.13,1000000000,7.00,USA
Unifi,0.13,1000000000,7.50,USA
Glatfelter,0.13,1000000000,3.01,USA
Invivyd,0.13,1000000000,1.23,USA
