Name,Earnings,Multiplicative,Share Price,Country
Atossa Therapeutics,-26.96,1000000,0.87,USA
SPARC,-26.98,1000000,2.38,India
Aptorum Group,-27.12,1000000,2.82,Hong Kong
Grid Dynamics,-27.21,1000000,9.90,USA
NexGen Energy,-27.22,1000000,4.74,Canada
Dakota Gold,-27.23,1000000,3.23,USA
Valens Semiconductor,-27.24,1000000,2.38,Israel
BioSig Technologies,-27.27,1000000,1.27,USA
Citius Pharmaceuticals,-27.29,1000000,1.23,USA
Yanbu National Petrochemical,-27.36,1000000,12.47,S. Arabia
FAW Car,-27.37,1000000,1.17,China
Journey Medical,-27.58,1000000,2.26,USA
Mission Produce,-27.6,1000000,12.04,USA
Shinpoong Pharm,-27.64,1000000,13.08,S. Korea
Aileron Therapeutics,-27.65,1000000,1.84,USA
PREOS Real Estate,-27.69,1000000,1.01,Germany
Enad Global 7,-27.76,1000000,2.99,Sweden
ATARI,-27.8,1000000,0.17,France
Altisource Portfolio,-27.92,1000000,5.87,Luxembourg
Westport Fuel Systems,-27.94,1000000,8.54,Canada
Kingstone Companies,-27.95,1000000,1.31,USA
Sunworks,-27.95,1000000,1.22,USA
Regulus Therapeutics,-27.97,1000000,1.50,USA
Boral,-28.21,1000000,2.86,Australia
TransMedics Group,-28.24,1000000,78.63,USA
ReconAfrica,-28.47,1000000,0.96,Canada
Sio Gene Therapies,-28.55,1000000,0.40,USA
Arteris,-28.71,1000000,6.90,USA
Perpetua Resources,-28.72,1000000,4.04,USA
Culp,-28.88,1000000,4.93,USA
Axogen,-28.95,1000000,9.19,USA
Capricor Therapeutics,-29.02,1000000,4.73,USA
IM Cannabis,-29.27,1000000,1.00,Israel
Allied Properties REIT,-29.37,1000000,17.10,Canada
Clearside Biomedical,-29.64,1000000,1.48,USA
Sovos Brands,-29.86,1000000,18.52,USA
Kanzhun,-29.87,1000000,17.23,China
AMC Networks,-29.96,1000000,11.49,USA
Alico,-29.98,1000000,25.33,USA
Argo Blockchain,-29.99,1000000,1.03,UK
DouYu,-30.19,1000000,1.11,China
Ellington Residential Mortgage REIT,-30.2,1000000,7.12,USA
Cormedix,-30.29,1000000,5.12,USA
Omnicell,-30.37,1000000,71.69,USA
Loop Media,-30.47,1000000,3.21,USA
Smith Micro Software,-30.74,1000000,1.16,USA
Glass House Brands,-30.86,1000000,3.66,USA
Beasley Broadcast Group,-30.87,1000000,1.00,USA
Dare Bioscience,-30.95,1000000,0.95,USA
Flywire,-30.98,1000000,30.74,USA
Borussia Dortmund,-31,1000000,5.00,Germany
InflaRx,-31.53,1000000,4.65,Germany
Ceres Power,-31.55,1000000,4.45,UK
Lantheus Holdings,-31.62,1000000,88.27,USA
Nyxoah,-31.82,1000000,7.92,Belgium
Minerva Neurosciences,-32.11,1000000,6.73,USA
Alpha Tau Medical,-32.14,1000000,4.14,Israel
Biocept,-32.22,1000000,1.93,USA
Lithium Americas,-32.23,1000000,20.87,Canada
Provident Bancorp,-32.24,1000000,8.16,USA
Cytosorbents,-32.27,1000000,3.47,USA
Allot,-32.27,1000000,3.05,Israel
Semrush,-32.31,1000000,8.76,USA
Neuronetics,-32.32,1000000,2.20,USA
Lumos Pharma,-32.36,1000000,4.38,USA
NewAmsterdam Pharma Company,-32.39,1000000,12.00,Netherlands
Pexip,-32.56,1000000,2.06,Norway
WideOpenWest,-32.7,1000000,7.84,USA
Field Trip Health,-32.72,1000000,0.04000,Canada
OncoSec,-32.72,1000000,0.22,USA
Mister Spex,-32.83,1000000,3.60,Germany
ESSA Pharma,-32.85,1000000,3.19,Canada
Afristrat Investment,-32.95,1000000,0.01000,South Africa
LL Flooring,-32.96,1000000,4.71,USA
Troika Media Group,-32.96,1000000,2.60,USA
Olink Holding,-33.01,1000000,17.81,Sweden
Zevia,-33.02,1000000,4.70,USA
Novo Integrated Sciences,-33.07,1000000,0.14,USA
CISO Global (Cerberus Cyber Sentinel),-33.09,1000000,0.20,USA
LiveVox,-33.22,1000000,2.73,USA
Stryve Foods,-33.22,1000000,0.65,USA
Pieris Pharmaceuticals,-33.28,1000000,0.90,USA
U.S. Xpress Enterprises,-33.29,1000000,6.13,USA
Tianyu Digital Technology (Dalian),-33.44,1000000,1.11,China
908 Devices,-33.57,1000000,8.48,USA
GoodRx,-33.58,1000000,5.72,USA
Third Harmonic Bio,-33.59,1000000,4.95,USA
Globalstar,-33.6,1000000,1.10,USA
Compugen,-33.64,1000000,1.34,Israel
AvePoint,-33.65,1000000,6.18,USA
Altair Engineering,-33.68,1000000,74.44,USA
Faro Technologies,-33.7,1000000,15.42,USA
Liquidia Technologies,-33.84,1000000,8.63,USA
VYNE Therapeutics,-33.94,1000000,4.89,USA
Society Pass,-34.02,1000000,0.60,Singapore
Nano Labs,-34.09,1000000,2.17,China
Tempest Therapeutics,-34.1,1000000,1.35,USA
Actinium Pharmaceuticals,-34.11,1000000,7.75,USA
StorageVault Canada,-34.26,1000000,4.52,Canada
AtriCure,-34.31,1000000,48.11,USA
AgroFresh,-34.42,1000000,3.00,USA
XBiotech,-34.49,1000000,6.19,USA
Minerva Surgical,-34.52,1000000,0.27,USA
LendingTree,-34.53,1000000,21.63,USA
Alaunos Therapeutics,-34.58,1000000,0.53,USA
Apollo Endosurgery,-34.59,1000000,10.00,USA
ANI Pharmaceuticals,-34.61,1000000,51.35,USA
Palatin Technologies,-34.72,1000000,2.19,USA
Corbus Pharmaceuticals,-34.84,1000000,7.44,USA
Drägerwerk,-34.9,1000000,42.70,Germany
Alkaline Water Company,-34.91,1000000,1.80,USA
Centerra Gold,-34.91,1000000,6.18,Canada
Cel-Sci,-34.99,1000000,2.59,USA
ShiftPixy,-34.99,1000000,2.65,USA
Zynerba Pharmaceuticals,-35.04,1000000,0.33,USA
Verb Technology,-35.06,1000000,1.57,USA
Nouveau Monde Graphite,-35.11,1000000,3.27,Canada
Enzo Biochem,-35.25,1000000,2.01,USA
Vince Holding,-35.31,1000000,3.71,USA
Harsco,-35.31,1000000,9.15,USA
Larimar Therapeutics,-35.36,1000000,3.30,USA
Definitive Healthcare,-35.48,1000000,10.80,USA
Cheetah Mobile,-35.48,1000000,2.29,China
GE Power India,-35.55,1000000,1.98,India
Agilon Health,-35.55,1000000,17.36,USA
MDxHealth,-35.6,1000000,3.71,Belgium
Motorsport Gaming,-35.7,1000000,4.26,USA
Baudax Bio,-35.75,1000000,0.54,USA
Reading International,-35.85,1000000,2.82,USA
Hongkong and Shanghai Hotels,-36.17,1000000,0.90,Hong Kong
Veracyte,-36.34,1000000,26.09,USA
NETGEAR,-36.36,1000000,14.93,USA
Rumble,-36.37,1000000,9.36,USA
Li-Cycle,-36.7,1000000,5.64,Canada
scPharmaceuticals,-36.84,1000000,10.70,USA
Armata Pharmaceuticals,-36.94,1000000,1.51,USA
DigitalOcean,-36.96,1000000,43.74,USA
4Front Ventures,-36.97,1000000,0.14,USA
Genocea Biosciences,-37.2,1000000,0.0001000,USA
ASOS,-37.2,1000000,4.73,UK
OpGen,-37.29,1000000,0.60,USA
Payoneer,-37.31,1000000,4.63,USA
Aprea Therapeutics,-37.38,1000000,3.56,USA
CASI Pharmaceuticals,-37.44,1000000,2.13,USA
Structure Therapeutics,-37.7,1000000,31.98,USA
Reliance Communications,-37.7,1000000,0.01000,India
Cardiovascular Systems,-37.73,1000000,20.00,USA
Utz Brands,-37.96,1000000,16.30,USA
Cerus,-38.12,1000000,2.57,USA
Savara Pharmaceuticals,-38.15,1000000,3.07,USA
Real Good Food plc,-38.27,1000000,3.29,UK
IMV,-38.47,1000000,0.82,Canada
Galectin Therapeutics,-38.78,1000000,1.43,USA
Cocrystal Pharma,-38.84,1000000,2.45,USA
Viomi Technology,-38.87,1000000,0.93,China
Matrix Service,-38.88,1000000,5.55,USA
Bit Digital,-39.03,1000000,3.36,USA
Vopak,-39.2,1000000,36.52,Netherlands
Avacta Group,-39.24,1000000,1.26,UK
AngioDynamics,-39.3,1000000,11.08,USA
ToughBuilt Industries,-39.3,1000000,0.79,USA
Impac Mortgage Holdings,-39.4,1000000,0.22,USA
NaaS Technology,-39.42,1000000,6.16,China
Viaplay Group,-39.61,1000000,7.26,Sweden
Calithera Biosciences,-39.65,1000000,0.35,USA
Neovasc,-39.67,1000000,30.03,Canada
180 Life Sciences,-39.67,1000000,1.17,USA
Americas Gold and Silver Corp,-39.68,1000000,0.38,Canada
Abeona Therapeutics,-39.7,1000000,4.50,USA
NRx Pharmaceuticals,-39.76,1000000,0.52,USA
Hyzon Motors,-39.8,1000000,0.70,USA
AbCellera,-39.86,1000000,7.58,Canada
SES AI,-39.96,1000000,1.90,USA
Elanco,-40,1000000,10.37,USA
Inseego,-40.01,1000000,0.83,USA
NextNav,-40.15,1000000,2.95,USA
Planet13,-40.23,1000000,0.55,USA
TELA Bio,-40.25,1000000,11.16,USA
Allego,-40.44,1000000,2.88,Netherlands
Arbe Robotics,-40.5,1000000,2.82,Israel
Vertex Energy,-40.58,1000000,5.75,USA
Veritone,-40.6,1000000,4.49,USA
Theratechnologies,-40.65,1000000,0.95,Canada
Unitech Group,-40.72,1000000,0.02000,India
Vuzix,-40.77,1000000,5.21,USA
Carisma Therapeutics,-40.8,1000000,7.60,USA
Granite Point Mortgage Trust,-40.81,1000000,5.27,USA
Radius Global Infrastructure,-40.83,1000000,14.86,USA
Loop Industries,-40.84,1000000,3.13,Canada
Kirkland's,-40.9,1000000,2.96,USA
Rigel Pharmaceuticals,-40.96,1000000,1.60,USA
Maiden Holdings,-41.07,1000000,2.20,Bermuda
INNOVATE Corp.,-41.1,1000000,1.46,USA
Trinity Biotech,-41.2,1000000,1.04,Ireland
Corvus Pharmaceuticals,-41.31,1000000,2.24,USA
Inogen,-41.42,1000000,10.62,USA
Hesai Group,-41.64,1000000,10.43,China
Conformis,-41.89,1000000,1.20,USA
KemPharm,-41.91,1000000,5.81,USA
Zevra Therapeutics,-41.91,1000000,5.81,USA
Sellas Life Sciences,-41.95,1000000,1.58,USA
Weave Communications,-42.05,1000000,8.22,USA
PDS Biotechnology,-42.06,1000000,6.03,USA
Great Panther Mining,-42.21,1000000,0.05250,Canada
AN2 Therapeutics,-42.27,1000000,7.00,USA
Achieve Life Sciences,-42.35,1000000,5.81,Canada
GlycoMimetics,-42.4,1000000,1.88,USA
Allena Pharmaceuticals,-42.4,1000000,0.0002000,USA
Treace Medical Concepts,-42.51,1000000,25.24,USA
Omaxe,-42.59,1000000,0.64,India
Aptose Biosciences,-42.61,1000000,5.87,Canada
CVRx,-42.7,1000000,14.94,USA
Inspire Medical Systems,-42.89,1000000,311.40,USA
Coffee Day Enterprises,-42.92,1000000,0.46,India
Mobileye,-43,1000000,39.16,Israel
Applied Blockchain,-43.14,1000000,8.95,USA
Calliditas Therapeutics,-43.23,1000000,18.45,Sweden
Immunocore,-43.28,1000000,60.42,UK
Drive Shack,-43.36,1000000,0.17,USA
ElringKlinger,-43.68,1000000,9.34,Germany
MEP Infrastructure,-43.79,1000000,0.17,India
Compleo Charging Solutions,-43.89,1000000,0.66,Germany
Comstock Mining,-43.94,1000000,0.93,USA
Maxar Technologies,-44,1000000,52.99,USA
DZS Inc,-44.04,1000000,4.17,USA
Inpixon,-44.08,1000000,0.20,USA
Summit Midstream,-44.1,1000000,17.24,USA
Cyclerion Therapeutics,-44.38,1000000,4.54,USA
The Restaurant Group plc,-44.41,1000000,0.54,UK
Genius Brands,-44.43,1000000,3.08,USA
Sigma Lithium,-44.56,1000000,38.73,Canada
NovaGold Resources,-44.58,1000000,5.08,Canada
Iterum Therapeutics,-44.63,1000000,1.09,Ireland
Pareteum Corporation,-44.72,1000000,N/A,USA
Spero Therapeutics,-44.73,1000000,1.56,USA
Kala Pharmaceuticals,-44.83,1000000,14.45,USA
Hepion Pharmaceuticals,-45.08,1000000,11.68,USA
Religare,-45.15,1000000,2.11,India
Archosaur Games,-45.16,1000000,0.61,China
Fulgent Genetics,-45.26,1000000,37.48,USA
Paratek Pharmaceuticals,-45.39,1000000,2.18,USA
Spruce Biosciences,-45.76,1000000,2.38,USA
TeraWulf,-45.8,1000000,1.46,USA
PowerSchool,-45.84,1000000,19.31,USA
Venator Materials,-46,1000000,0.27,UK
Alok Industries,-46.2,1000000,0.19,India
Youngevity International,-46.25,1000000,0.001600,USA
aTyr Pharma,-46.41,1000000,2.45,USA
Biora Therapeutics,-46.44,1000000,4.29,USA
Energy Fuels,-46.48,1000000,6.41,USA
ADMA Biologics,-46.63,1000000,3.93,USA
Blue Bird Corporation,-46.67,1000000,22.18,USA
Upwork,-46.68,1000000,9.36,USA
Alto Ingredients,-47.05,1000000,2.47,USA
Olo,-47.13,1000000,7.13,USA
iBio,-47.14,1000000,0.70,USA
Despegar,-47.22,1000000,7.01,ar Argentina
Mandarin Oriental,-47.3,1000000,1.70,Hong Kong
Disc Medicine,-47.48,1000000,49.42,USA
Lendlease,-47.48,1000000,5.00,Australia
Codexis,-47.58,1000000,2.88,USA
Ontrak,-47.58,1000000,0.63,USA
Xero,-47.59,1000000,80.33,New Zealand
Cryptyde,-47.62,1000000,0.05710,USA
E INC (E Automotive),-47.73,1000000,2.33,Canada
Telos,-47.89,1000000,2.70,USA
Perella Weinberg Partners,-47.95,1000000,8.50,USA
Braskem,-48.05,1000000,12.46,Brazil
SiriusPoint,-48.3,1000000,9.70,Bermuda
Great Lakes Dredge & Dock Corp.,-48.32,1000000,7.48,USA
Jaguar Health,-48.4,1000000,0.69,USA
Axonics Modulation Tech,-48.6,1000000,51.57,USA
EHang Holdings,-48.6,1000000,15.30,China
EMCORE Corporation,-48.64,1000000,0.71,USA
AO World,-48.88,1000000,1.03,UK
Zovio,-48.89,1000000,0.001500,USA
Curis,-49.02,1000000,0.82,USA
Trulieve Cannabis,-49.03,1000000,3.99,USA
Agile Therapeutics,-49.13,1000000,3.26,USA
Acumen Pharmaceuticals,-49.17,1000000,5.84,USA
Duolingo,-49.21,1000000,152.79,USA
Remark Holdings,-49.42,1000000,1.21,USA
Mynaric,-49.48,1000000,6.36,Germany
Enerflex,-49.53,1000000,6.20,Canada
Aenza,-49.64,1000000,2.01,Peru
Team Inc,-49.78,1000000,6.43,USA
The Honest Company,-49.78,1000000,1.69,USA
DIRTT Environmental Solutions,-49.79,1000000,0.30,Canada
Silk Road Medical,-49.92,1000000,31.96,USA
Lyra Therapeutics,-50.21,1000000,3.03,USA
Sprout Social,-50.25,1000000,50.36,USA
Charlotte's Web,-50.65,1000000,0.20,USA
Viracta Therapeutics,-50.77,1000000,1.58,USA
InnovAge,-50.8,1000000,7.22,USA
Phunware,-50.89,1000000,0.57,USA
Corsair Gaming,-51.06,1000000,17.74,USA
Science 37,-51.08,1000000,0.26,USA
nLIGHT,-51.11,1000000,15.29,USA
Sprinklr,-51.23,1000000,14.58,USA
Quince Therapeutics,-51.24,1000000,1.55,USA
Ovid Therapeutics,-51.42,1000000,3.69,USA
Vimeo,-51.43,1000000,4.38,USA
Aerovate Therapeutics,-51.49,1000000,16.50,USA
Innate Pharma,-51.51,1000000,3.48,France
D-Wave Quantum,-51.53,1000000,1.88,Canada
F45 Training,-51.64,1000000,0.73,USA
CONMED,-51.71,1000000,135.64,USA
RVL Pharmaceuticals,-51.72,1000000,0.83,USA
Backblaze,-51.74,1000000,4.64,USA
Turtle Beach Corp,-52.12,1000000,11.02,USA
Jounce Therapeutics,-52.25,1000000,1.88,USA
High Tide,-52.32,1000000,1.27,Canada
Hycroft Mining,-52.68,1000000,0.34,USA
Cabaletta Bio,-52.98,1000000,13.12,USA
Ranpak,-53,1000000,4.28,USA
Clean Energy Fuels,-53.07,1000000,4.41,USA
USD Partners,-53.18,1000000,1.00,USA
Anterix,-53.26,1000000,34.08,USA
NuCana,-53.32,1000000,0.73,UK
Hangzhou Shunwang Technology,-53.4,1000000,2.67,China
Jaypee Group,-53.45,1000000,0.10,India
Ascential,-53.46,1000000,3.16,UK
Immuneering,-53.5,1000000,11.21,USA
Kaltura,-53.51,1000000,2.03,USA
Nogin,-53.51,1000000,1.26,USA
Blade Air Mobility,-53.53,1000000,3.78,USA
5E Advanced Materials,-53.66,1000000,4.32,USA
Trupanion,-53.72,1000000,26.08,USA
Sonendo,-53.82,1000000,1.08,USA
Microvision,-53.89,1000000,4.50,USA
GAN,-54.02,1000000,1.48,UK
Global Blue Group,-54.21,1000000,5.07,Switzerland
Sonida Senior Living,-54.32,1000000,8.45,USA
Leap Therapeutics,-54.45,1000000,0.68,USA
NextDecade Corp,-54.48,1000000,8.00,USA
Iris Energy,-54.61,1000000,3.42,Australia
Anavex Life Sciences,-54.63,1000000,8.57,USA
Hecla Mining,-54.63,1000000,5.29,USA
Arlo Technologies,-54.7,1000000,9.38,USA
cbdMD,-54.88,1000000,1.70,USA
SI-BONE,-54.98,1000000,28.18,USA
Zion Oil & Gas,-55.08,1000000,0.08490,USA
Freshpet,-55.22,1000000,63.89,USA
Westrock Coffee,-55.35,1000000,11.72,USA
Trevena,-55.36,1000000,0.99,USA
MoonLake Immunotherapeutics,-55.39,1000000,26.08,Switzerland
Alpine Immune Sciences,-55.44,1000000,11.28,USA
Jin Air,-55.53,1000000,13.01,S. Korea
Caesarstone,-55.61,1000000,4.70,Israel
Nabriva Therapeutics,-55.62,1000000,1.50,Ireland
Onion Global,-55.63,1000000,0.24,China
OptiNose,-55.68,1000000,1.16,USA
Tabula Rasa HealthCare,-55.71,1000000,7.33,USA
Lucid Diagnostics,-56,1000000,1.59,USA
T2 Biosystems,-56.24,1000000,0.08700,USA
Akebia Therapeutics,-56.36,1000000,1.11,USA
Unity Biotechnology,-56.37,1000000,3.20,USA
Grupo Supervielle,-56.38,1000000,3.01,ar Argentina
Africa Oil,-56.8,1000000,2.13,Canada
Poseida Therapeutics,-57.09,1000000,2.35,USA
Pulmonx,-57.11,1000000,12.62,USA
Nautilus Biotechnology,-57.13,1000000,3.98,USA
Stratasys,-57.16,1000000,17.39,Israel
Everbridge,-57.23,1000000,27.01,USA
Alkami Technology,-57.25,1000000,15.60,USA
ON24,-57.25,1000000,8.55,USA
CareMax,-57.34,1000000,3.46,USA
Biodesix,-57.38,1000000,1.54,USA
Lindblad Expeditions,-57.47,1000000,10.54,USA
Silence Therapeutics,-57.52,1000000,6.64,UK
Datadog,-57.57,1000000,95.75,USA
Connexa Sports Technologies,-58.04,1000000,0.18,USA
Pulse Biosciences,-58.06,1000000,6.27,USA
AgEagle Aerial Systems,-58.2,1000000,0.26,USA
Milestone Pharmaceuticals,-58.39,1000000,3.50,Canada
The Arena Group,-58.41,1000000,3.73,USA
indie Semiconductor,-58.54,1000000,9.83,USA
ITM Power,-58.68,1000000,1.01,UK
Accelerate Diagnostics,-58.8,1000000,0.82,USA
Beyond Air,-58.92,1000000,6.10,USA
PureTech Health,-58.96,1000000,30.50,USA
Aldeyra Therapeutics,-59.08,1000000,10.52,USA
Hims & Hers Health,-59.24,1000000,8.65,USA
Olympique Lyonnais Groupe,-59.39,1000000,3.21,France
Tarsus Pharmaceuticals,-59.54,1000000,18.51,USA
Chimerix,-59.84,1000000,1.42,USA
Kelly Services,-59.9,1000000,17.34,USA
Digimarc,-60.14,1000000,27.85,USA
Aura Biosciences,-60.3,1000000,12.69,USA
CAVA Group,-60.44,1000000,38.15,USA
Associated Capital Group,-60.47,1000000,35.68,USA
Alexander & Baldwin,-60.5,1000000,18.65,USA
Aadi Bioscience,-60.52,1000000,8.13,USA
PB Fintech,-60.54,1000000,7.97,India
Theravance Biopharma,-60.97,1000000,10.57,Cayman Islands
Casa Systems,-60.97,1000000,1.10,USA
Momentive Global,-61.11,1000000,9.45,USA
Cepton,-61.45,1000000,0.60,USA
Trean Insurance Group,-61.62,1000000,6.16,USA
Matthews International Corporation,-61.66,1000000,41.51,USA
Arcimoto,-61.8,1000000,1.64,USA
Spectrum Pharmaceuticals,-61.89,1000000,1.06,USA
Great Eagle,-61.95,1000000,1.88,Hong Kong
Terns Pharmaceuticals,-62.03,1000000,10.92,USA
Aptinyx,-62.14,1000000,0.07350,USA
SCYNEXIS,-62.32,1000000,2.69,USA
Innergex Renewable Energy,-62.59,1000000,10.13,Canada
Paragon 28,-62.65,1000000,18.50,USA
Rapid Micro Biosystems,-62.72,1000000,1.01,USA
Qingci Games,-62.98,1000000,0.79,China
Constellation Energy,-63,1000000,92.89,USA
Yext,-63.27,1000000,12.94,USA
Rani Therapeutics,-63.28,1000000,4.42,USA
Coeur Mining,-63.45,1000000,3.11,USA
FC Porto,-63.58,1000000,1.17,Portugal
VistaGen Therapeutics,-63.69,1000000,2.10,USA
Nerdy,-63.89,1000000,4.12,USA
Comscore,-63.93,1000000,0.91,USA
Sientra,-63.96,1000000,2.31,USA
Vicarious Surgical,-64.12,1000000,2.09,USA
Eventbrite,-64.21,1000000,8.95,USA
BeyondSpring,-64.64,1000000,1.18,USA
Talkspace,-64.86,1000000,1.25,USA
Cincinnati Financial,-65,1000000,100.90,USA
Tenable,-65.15,1000000,41.84,USA
ContraFect,-65.16,1000000,1.78,USA
Vincerx Pharma,-65.37,1000000,1.49,USA
PepGen,-65.4,1000000,12.22,USA
Eastern Bankshares,-65.81,1000000,12.84,USA
Ardelyx,-65.89,1000000,3.73,USA
TrueCar,-65.92,1000000,2.27,USA
Synlogic,-66.15,1000000,0.56,USA
PROS,-66.18,1000000,29.07,USA
TScan Therapeutics,-66.23,1000000,2.71,USA
Akoustis Technologies,-66.25,1000000,3.23,USA
Akerna,-66.28,1000000,0.69,USA
Conn's,-66.37,1000000,4.07,USA
Blue Hat,-66.4,1000000,0.99,China
Document Security Systems,-66.59,1000000,0.25,USA
RxSight,-66.75,1000000,25.59,USA
Huya,-66.82,1000000,4.03,China
Akoya Biosciences,-67.06,1000000,8.33,USA
Orion Office REIT,-67.1,1000000,6.65,USA
Fluidra,-67.1,1000000,19.44,Spain
Janux Therapeutics,-67.11,1000000,12.57,USA
Cresco Labs,-67.25,1000000,1.69,USA
Telix Pharmaceuticals,-67.3,1000000,7.85,Australia
Top Glove,-67.31,1000000,0.21,Malaysia
Couchbase,-67.36,1000000,15.44,USA
ProQR,-67.53,1000000,1.76,Netherlands
Design Therapeutics,-67.6,1000000,5.42,USA
Humanigen,-67.82,1000000,0.19,USA
Verona Pharma,-67.93,1000000,21.23,UK
Spruce Power,-68.02,1000000,0.81,USA
PAR Technology,-68.07,1000000,36.32,USA
NantHealth,-68.1,1000000,1.35,USA
Rallybio,-68.23,1000000,7.56,USA
Lifecore Biomedical,-68.23,1000000,8.28,USA
Kezar Life Sciences,-68.24,1000000,2.52,USA
Redhill Biopharma,-68.28,1000000,1.99,Israel
Kaman,-68.32,1000000,22.34,USA
Harpoon Therapeutics,-68.33,1000000,0.71,USA
HCI Group,-68.42,1000000,57.72,USA
New Found Gold,-68.65,1000000,4.86,Canada
Mind Medicine,-68.69,1000000,3.77,USA
22nd Century Group,-68.73,1000000,0.47,USA
NI Holdings,-69.03,1000000,14.50,USA
BlackSky Technology,-69.58,1000000,1.75,USA
WM Technology,-69.63,1000000,0.93,USA
Filo Mining,-69.71,1000000,18.84,Canada
Adicet Bio,-69.72,1000000,4.40,USA
ForgeRock,-69.74,1000000,19.46,USA
Senti Biosciences,-69.76,1000000,0.99,USA
Kornit Digital,-69.89,1000000,31.13,Israel
IO Biotech,-69.89,1000000,2.00,Denmark
Regal Hotels International,-70,1000000,0.38,Hong Kong
Arbutus Biopharma,-70.03,1000000,2.49,USA
Satsuma Pharmaceuticals,-70.06,1000000,1.10,USA
Outlook Therapeutics,-70.25,1000000,1.81,USA
Quotient Technology,-70.35,1000000,3.35,USA
CS Disco,-70.58,1000000,7.90,USA
LivaNova,-70.91,1000000,49.76,UK
Fiverr,-70.91,1000000,29.22,Israel
Morphic Therapeutic,-70.93,1000000,58.50,USA
ReNew Power,-70.94,1000000,5.91,India
Oxford Square Capital,-71.09,1000000,2.72,USA
Novonix,-71.45,1000000,3.26,Australia
Xometry,-71.56,1000000,22.67,USA
IonQ,-71.63,1000000,9.70,USA
Quanterix,-71.75,1000000,22.57,USA
Green Plains,-71.83,1000000,32.19,USA
Grove Collaborative,-72.28,1000000,2.03,USA
Viking Therapeutics,-72.3,1000000,21.08,USA
AvidXchange,-72.72,1000000,10.72,USA
Vigil Neuroscience,-72.77,1000000,10.36,USA
Light & Wonder,-73,1000000,64.99,USA
Coherent,-73.14,1000000,54.87,USA
The9,-73.19,1000000,0.71,China
Seelos Therapeutics,-73.52,1000000,0.99,USA
AC Immune,-73.6,1000000,2.00,Switzerland
Rigetti Computing,-73.63,1000000,1.11,USA
Verastem Oncology,-73.82,1000000,10.28,USA
Asensus Surgical,-74.09,1000000,0.53,USA
Ambarella,-74.26,1000000,85.74,USA
Evolus,-74.32,1000000,7.79,USA
Equinox Gold,-74.42,1000000,4.64,Canada
IDEAYA Biosciences,-74.57,1000000,24.07,USA
Y-mAbs Therapeutics,-74.62,1000000,7.58,USA
Shop Apotheke Europe,-74.83,1000000,95.97,Netherlands
Helbiz,-74.91,1000000,0.12,USA
Mahanagar Telephone Nigam,-75.05,1000000,0.25,India
Barnes & Noble Education,-75.14,1000000,1.26,USA
New Gold,-75.2,1000000,1.11,Canada
Vaxxinity,-75.23,1000000,2.35,USA
Oportun Financial,-75.27,1000000,5.56,USA
Precigen,-75.32,1000000,1.22,USA
Rain Therapeutics,-75.73,1000000,1.35,USA
TPG Real Estate Finance Trust,-75.85,1000000,7.78,USA
MFA Financial,-75.9,1000000,11.52,USA
Advent Technologies,-76.31,1000000,0.68,USA
Carrols Restaurant Group,-76.37,1000000,5.19,USA
Agrify,-76.39,1000000,0.20,USA
Talaris Therapeutics,-76.48,1000000,2.44,USA
Baozun,-76.77,1000000,4.50,China
Inox Wind,-76.77,1000000,1.87,India
Athersys,-77.01,1000000,0.93,USA
PMV Pharmaceuticals,-77.05,1000000,5.96,USA
Red Robin,-77.06,1000000,12.54,USA
CareDx,-77.24,1000000,7.96,USA
AppFolio,-77.3,1000000,173.24,USA
Franchise Group,-77.42,1000000,28.90,USA
Ribbon Communications,-77.59,1000000,2.84,USA
Five9,-77.66,1000000,76.62,USA
Hysan Development,-77.83,1000000,2.58,Hong Kong
Energy Vault,-77.87,1000000,2.71,USA
Establishment Labs,-78.41,1000000,65.24,Costa Rica
Brederode,-78.51,1000000,112.33,Luxembourg
Summit Therapeutics,-78.79,1000000,2.08,UK
DocuSign,-78.85,1000000,53.85,USA
Goodman Property Trust,-79,1000000,1.37,New Zealand
FingerTango,-79.03,1000000,0.01000,China
Gold Fields,-79.1,1000000,14.98,South Africa
Owlet,-79.32,1000000,0.25,USA
Sangamo Therapeutics,-79.42,1000000,1.13,USA
Nano-X Imaging,-79.59,1000000,19.23,Israel
Diamond Offshore Drilling,-79.77,1000000,12.22,USA
Neptune Wellness Solutions,-79.77,1000000,0.18,Canada
Ocugen,-79.83,1000000,0.51,USA
Sight Sciences,-80,1000000,8.48,USA
Aspen Aerogels,-80.05,1000000,7.98,USA
Cymbria,-80.24,1000000,45.26,Canada
The Original BARK Company,-80.46,1000000,1.40,USA
John Wood Group,-80.6,1000000,1.67,UK
Frequency Therapeutics,-80.63,1000000,0.37,USA
Faurecia,-80.86,1000000,23.29,France
LiveRamp,-80.87,1000000,26.02,USA
Future Supply Chain Solutions,-80.91,1000000,0.14,India
Lanvin Group,-81.68,1000000,5.83,China
Intapp,-81.69,1000000,48.07,USA
Clarus,-82.03,1000000,8.02,USA
SOPHiA GENETICS,-82.09,1000000,4.35,Switzerland
Esports Entertainment,-82.13,1000000,1.67,Malta
Blue Apron Holdings,-82.19,1000000,6.00,USA
The Necessity Retail REIT,-82.61,1000000,7.04,USA
Air Busan,-82.87,1000000,2.67,S. Korea
eHealth,-83.1,1000000,8.86,USA
Diversey,-83.1,1000000,8.36,UK
