Name,Earnings,Market Cap,Revenue,Share Price,Country
Bharat Dynamics,83700000,2680000000,390000000,14.39,India
Pure Storage,83510000,11590000000,2750000000,37.74,USA
Hartalega,83470000,1550000000,650000000,0.45,Malaysia
SunPower,83270000,1920000000,1830000000,11,USA
Blue Owl Capital,83260000,16250000000,1480000000,11.55,USA
Samyang Foods,82970000,670000000,700000000,89.96,S. Korea
Fenix Outdoor,82900000,970000000,800000000,73.09,Switzerland
Camtek,82900000,1450000000,320000000,32.63,Israel
Zalando,82880000,7550000000,10900000000,29.19,Germany
Carpenter Technology,82800000,2520000000,2350000000,51.95,USA
Digital Turbine,82270000,920000000,700000000,9.3,USA
GAMCO Investors,82190000,470000000,250000000,18.84,USA
Vivid Seats,82040000,1470000000,600000000,7.53,USA
Emami,81900000,2150000000,410000000,4.92,India
Convatec Group,81900000,5430000000,2070000000,2.66,UK
CEWE,81870000,660000000,780000000,93.72,Germany
Northfield Bancorp,81620000,520000000,160000000,11.33,USA
Banco de Brasília,81600000,1200000000,590000000,3.53,Brazil
Sumitomo Chemical India,81360000,2530000000,430000000,5.07,India
Green Dot,81320000,1010000000,1460000000,19.44,USA
RPT Realty,81310000,900000000,210000000,10.22,USA
Eurobio Scientific,81220000,170000000,200000000,16.01,France
Nürnberger Versicherung,81120000,930000000,6780000000,79.92,Germany
Trident,81030000,2080000000,770000000,0.41,India
Nicolet Bankshares,80760000,1070000000,260000000,73.04,USA
Ecovyst,80600000,1210000000,800000000,10.5,USA
First Financial,80590000,410000000,210000000,34.3,USA
AMTD IDEA Group,80580000,3620000000,86360000,1.67,Hong Kong
Precinct Properties,80490000,1240000000,100000000,0.78,New Zealand
Caverion,80400000,1270000000,2550000000,9.31,Finland
Easterly Government Properties,80220000,2660000000,290000000,14.83,USA
Smith & Wesson,80150000,540000000,510000000,11.93,USA
Paradox Interactive,80060000,2690000000,180000000,25.52,Sweden
CTS Corporation,80040000,1390000000,580000000,44.36,USA
Cleanaway Waste Management,80010000,4250000000,2040000000,1.91,Australia
Steelcase,80000000,830000000,3230000000,7.36,USA
Dis-Chem Pharmacies,79930000,1130000000,1980000000,1.32,South Africa
Navios Maritime Holdings,79890000,37660000,410000000,1.65,Monaco
CNB Financial Corp,79870000,390000000,220000000,18.64,USA
SMA Solar Technology,79840000,3360000000,1150000000,97.05,Germany
Maytronics,79710000,1500000000,520000000,13.78,Israel
Hawkins,79500000,1020000000,920000000,48.92,USA
Yalla Group,79010000,680000000,300000000,4.36,eu UAE
I-Mab Biopharma,78910000,250000000,230000000,3.06,China
J.Jill,78730000,210000000,610000000,20.32,USA
Myers Industries,78490000,730000000,880000000,20.07,USA
Semtech,78460000,1440000000,750000000,22.6,USA
Thermax,78440000,3470000000,990000000,29.2,India
Nerolac Paints,78350000,2970000000,920000000,5.53,India
The First Bancshares,78350000,850000000,240000000,27.55,USA
Syngene International,78290000,3640000000,390000000,9.06,India
Evoqua Water Technologies,78290000,6100000000,1850000000,49.88,USA
Iridium Communications,78240000,7590000000,750000000,60.31,USA
NETSCOUT,78170000,2100000000,910000000,29.51,USA
Integer Holdings,78000000,2840000000,1440000000,85.59,USA
Astral Poly Technik,77950000,6420000000,630000000,23.92,India
Orla Mining,77530000,1240000000,190000000,3.96,Canada
Andlauer Healthcare Group,77500000,1410000000,490000000,33.66,Canada
Voltalia,77490000,2330000000,400000000,17.08,France
Endurance Technologies,77320000,2650000000,1080000000,18.9,India
Yuhan,77310000,3240000000,1370000000,46.12,S. Korea
TimkenSteel,77300000,840000000,1300000000,19.21,USA
NACCO Industries,77140000,250000000,230000000,33.73,USA
Viad,77140000,500000000,1210000000,24.33,USA
Kimball Electronics,76850000,670000000,1700000000,27.27,USA
Dundee Precious Metals,76550000,1280000000,570000000,6.84,Canada
AmRest,76500000,1290000000,2540000000,5.84,Spain
Harmonic Drive Systems,76410000,3200000000,510000000,33.71,Japan
Nordic Paper,76030000,190000000,440000000,2.93,Sweden
Kaixin Auto,75860000,74220000,99950000,0.32,China
Tallink Grupp,75810000,450000000,870000000,0.6,eu Estonia
IDT Corporation,75630000,660000000,1290000000,25.95,USA
HBT Financial,75520000,610000000,190000000,19.33,USA
Altus Power,75400000,840000000,100000000,5.28,USA
DoubleVerify,75390000,6180000000,470000000,37.19,USA
Iguatemi,75360000,710000000,200000000,0.58,Brazil
InvenTrust Properties,75340000,1580000000,240000000,23.43,USA
Ichor Systems,75330000,1080000000,1280000000,37.21,USA
Centrus Energy,75200000,540000000,320000000,35.4,USA
WD-40 Company,75140000,2720000000,500000000,201.11,USA
RadNet,74930000,1830000000,1470000000,31.38,USA
Sparkassen Immobilien,74890000,990000000,270000000,13.64,Austria
Blue Star,74840000,1790000000,980000000,18.67,India
Life Time Group,74540000,3870000000,1940000000,19.86,USA
Riverstone Holdings,74540000,650000000,240000000,0.45,Singapore
Ratnamani Metals & Tubes,74490000,1990000000,490000000,28.42,India
Varex Imaging,74400000,920000000,870000000,22.94,USA
Tradegate Exchange,74240000,2910000000,150000000,119.33,Germany
ZipRecruiter,74080000,1650000000,900000000,16.38,USA
Copenhagen Airport,74040000,7000000000,530000000,892.99,Denmark
Modern Times Group (MTG),74010000,750000000,520000000,5.97,Sweden
Cancom,73970000,1080000000,1390000000,30.37,Germany
MBM Resources,73850000,290000000,520000000,0.76,Malaysia
Pkp Cargo,73570000,190000000,1200000000,4.32,Poland
PCBL Limited,73100000,730000000,700000000,1.96,India
Keywords Studios,72800000,1950000000,730000000,24.8,Ireland
IES Holdings,72710000,1070000000,2260000000,53.27,USA
BioMarin Pharmaceutical,72140000,18070000000,2170000000,96.29,USA
3M India,72030000,3840000000,480000000,340.9,India
Camden National Bank,71970000,480000000,170000000,32.93,USA
MTY Food Group,71850000,1080000000,640000000,44.25,Canada
Procter & Gamble India,71780000,5520000000,440000000,170.23,India
KAR Auction Services,71700000,1680000000,1570000000,15.39,USA
SPS Commerce,71400000,6740000000,470000000,184.7,USA
Aedas Homes,71380000,760000000,400000000,17.41,Spain
SPX Corporation,71200000,3790000000,1550000000,83.49,USA
Carborundum Universal,71160000,2850000000,560000000,15.03,India
Bel Fuse,71160000,730000000,680000000,58.32,USA
Palomar Holdings,71090000,1390000000,330000000,56.11,USA
Munters Group AB,71070000,2120000000,990000000,11.69,Sweden
Tunas Ridean,71000000,570000000,970000000,0.1,Indonesia
CI&T,70980000,820000000,510000000,6.19,Brazil
Bridgewater Bancshares,70850000,280000000,130000000,10.32,USA
Cambridge Bancorp,70770000,460000000,180000000,59.71,USA
Vedant Fashions,70700000,4040000000,160000000,16.64,India
Scholastic,70500000,1290000000,1690000000,39.23,USA
Shikun & Binui,70470000,1160000000,2220000000,2.43,Israel
Summit Financial Group,70030000,310000000,140000000,21.25,USA
Nuvei,70000000,3990000000,880000000,28.79,Canada
Century Casinos,69920000,210000000,430000000,7.03,USA
Clearfield,69900000,750000000,320000000,49.64,USA
RLJ Lodging Trust,69860000,1610000000,1260000000,10.12,USA
Bavarian Nordic,69790000,2430000000,570000000,31.27,Denmark
TANLA,69790000,1620000000,410000000,12.1,India
First Advantage,69730000,2060000000,790000000,14.13,USA
Kyokuyo,69720000,270000000,1990000000,25.98,Japan
SpartanNash,69700000,740000000,9640000000,21.32,USA
Morningstar,69700000,8760000000,1890000000,206.03,USA
Thryv,69650000,870000000,1130000000,25.23,USA
Eagle Pharmaceuticals,69540000,240000000,310000000,18.87,USA
ALK-Abelló,69260000,2890000000,640000000,13.09,Denmark
Yelp,68930000,2500000000,1220000000,36.41,USA
Tokyu,68690000,7480000000,6730000000,12.42,Japan
Enghouse Systems,68580000,1350000000,320000000,24.58,Canada
Extreme Networks,68560000,3210000000,1220000000,24.89,USA
CIRCOR International,68550000,970000000,780000000,47.7,USA
Rottneros,68070000,170000000,290000000,1.13,Sweden
Trent Limited,67900000,7430000000,1010000000,20.92,India
Telia Lietuva,67860000,1210000000,470000000,2.04,eu Lithuania
Honeywell Automation India,67830000,4540000000,400000000,513.11,India
Five Star Bancorp,67830000,400000000,110000000,23.26,USA
PolyPeptide Group,67770000,820000000,310000000,25,Switzerland
AMERISAFE,67750000,1010000000,290000000,53.25,USA
Norma Group,67550000,610000000,1300000000,19.22,Germany
Amerant Bancorp,67540000,660000000,290000000,19.68,USA
Cars.com,67510000,1260000000,660000000,19,USA
Truecaller,67420000,1000000000,170000000,2.77,Sweden
Financial Institutions,67400000,250000000,210000000,16.49,USA
Aktia Bank,67310000,770000000,260000000,10.71,Finland
Kainos Group,67310000,2250000000,460000000,18.1,UK
Sun Country Airlines,67240000,1120000000,960000000,19.99,USA
Sanoma,67230000,1290000000,1340000000,7.93,Finland
Abercrombie & Fitch,67010000,1800000000,3690000000,36.08,USA
Nexi,66960000,10630000000,3450000000,8.01,Italy
BrightView,66900000,660000000,2770000000,7.09,USA
New Work,66810000,720000000,330000000,129.19,Germany
Nam Tai Property,66790000,320000000,150000000,5.8,China
SIG Combibloc,66650000,10780000000,1860000000,28.21,Switzerland
HomeStreet Bank,66510000,120000000,240000000,6.56,USA
Revolve,66490000,1190000000,1090000000,16.23,USA
BRT Apartments,66430000,380000000,70520000,19.89,USA
Kirloskar Ferrous Industries,66400000,830000000,720000000,5.99,India
Bata India,66350000,2530000000,420000000,19.72,India
Sapiens,66350000,1510000000,480000000,27.42,Israel
Select Energy Services,66120000,880000000,1500000000,8.03,USA
Chorus,65980000,2360000000,600000000,5.34,New Zealand
DXP Enterprises,65900000,620000000,1480000000,35.95,USA
Equity BancShares,65860000,390000000,190000000,25.69,USA
Haynes International,65660000,650000000,550000000,51.55,USA
Saul Centers,65560000,1220000000,240000000,37.53,USA
HireRight,65520000,820000000,800000000,11.22,USA
Taro Pharmaceutical,65430000,1520000000,560000000,40.64,Israel
UFP Technologies,65400000,1410000000,380000000,186.02,USA
AJ Bell,65240000,1740000000,180000000,4.24,UK
Amadeus FiRe AG,65230000,740000000,430000000,130.5,Germany
Arqit Quantum,65070000,190000000,7210000,1.48,UK
Celulosa Argentina,65050000,10540000000,370000000,1.04,ar Argentina
Qatar Insurance Company,65000000,2130000000,2400000000,0.65,eu Qatar
RXO,65000000,2610000000,4490000000,22.35,USA
Elgi Equipments,64920000,2060000000,370000000,6.52,India
Hallador Energy Company,64830000,270000000,490000000,8.26,USA
Addus HomeCare,64670000,1480000000,970000000,91.81,USA
Timken India,64580000,3210000000,340000000,42.68,India
Alarm.com,64520000,2530000000,840000000,50.8,USA
Canada Goose,64380000,1760000000,860000000,17.12,Canada
Diamond Hill Investment Group,64330000,520000000,150000000,178.18,USA
e.l.f. Cosmetics,64070000,5600000000,570000000,104.08,USA
North American Construction Group,63620000,510000000,580000000,19.54,Canada
DIC Asset,63470000,510000000,210000000,6.1,Germany
Sleep Number,63430000,480000000,2110000000,21.64,USA
Seneca Foods,63290000,330000000,1510000000,42.69,USA
HYBE,63250000,9750000000,1440000000,234.16,S. Korea
Tiptree,63130000,500000000,1450000000,13.76,USA
iQIYI,63030000,5260000000,4350000000,5.5,China
American Assets Trust,63020000,1510000000,420000000,19.7,USA
CenturyPly,62980000,1690000000,440000000,7.65,India
Strategic Education,62950000,1840000000,1060000000,74.97,USA
Arvind,62910000,420000000,1030000000,1.61,India
Arrow Financial,62910000,350000000,140000000,21.31,USA
Galaxy Surfactants,62890000,1240000000,560000000,35.16,India
Enhabit,62800000,610000000,1070000000,12.36,USA
Yonyou,62720000,10460000000,1370000000,3.05,China
SP Plus Corporation,62700000,730000000,1620000000,37.51,USA
Blue Dart Express,62690000,1910000000,630000000,80.59,India
Verint Systems,62630000,2330000000,900000000,36.38,USA
Jamieson Wellness,62620000,930000000,410000000,22.4,Canada
NV5 Global,62610000,1630000000,780000000,103.86,USA
Primo Water,62600000,2100000000,2230000000,13.21,USA
Natco Pharma,62570000,1370000000,290000000,7.69,India
Northeast Bank,62540000,320000000,110000000,43.03,USA
National Vision Holdings,62410000,2000000000,2040000000,25.71,USA
Acco Brands,62400000,490000000,1900000000,5.25,USA
Intrepid Potash,62240000,280000000,320000000,21.65,USA
Bank of Marin Bancorp,62190000,310000000,130000000,19.38,USA
TaskUs,62110000,1100000000,950000000,11.36,USA
Build-A-Bear,61920000,290000000,460000000,20.27,USA
OneSpaWorld,61820000,1140000000,640000000,11.35,Bahamas
OHB SE,61730000,580000000,990000000,33.67,Germany
Mativ Holdings,61700000,890000000,2160000000,16.32,USA
Agiliti,61690000,2310000000,1120000000,17.19,USA
Supernus Pharmaceuticals,61670000,1830000000,660000000,33.77,USA
Surya Roshni,61570000,550000000,980000000,10.17,India
Imagicaaworld Entertainment,61530000,280000000,28720000,0.59,India
GÜBRETAŞ,61500000,3760000000,1340000000,11.27,Turkey
Freightways,61440000,1080000000,540000000,6.13,New Zealand
Rambus,61360000,6570000000,460000000,60.38,USA
TechTarget,61120000,960000000,290000000,34.43,USA
MidWestOne Financial Group,61030000,330000000,200000000,21.54,USA
Grindwell Norton,60760000,2920000000,310000000,26.45,India
Sri Trang Gloves,60700000,740000000,660000000,0.26,Thailand
J&J Snack Foods,60680000,2990000000,1460000000,155.68,USA
eMemory Technology,60570000,5570000000,100000000,74.76,Taiwan
Barrett Business Services,60520000,600000000,1060000000,88.65,USA
Vaisala,60370000,1660000000,550000000,45.93,Finland
BCB Bancorp,60350000,200000000,110000000,12.41,USA
Jubilant FoodWorks,60320000,4010000000,630000000,6.08,India
Morguard,60220000,850000000,850000000,77.98,Canada
Quaker Houghton,60190000,3450000000,1960000000,192.18,USA
Bar Harbor Bankshares,60080000,400000000,150000000,26.8,USA
Phibro Animal Health,60020000,550000000,970000000,13.82,USA
RCI Hospitality Holdings,59930000,720000000,270000000,76.55,USA
Stanley Black & Decker,59900000,13920000000,16430000000,90.9,USA
Immatics,59870000,970000000,180000000,12.72,Germany
K92 Mining,59770000,1070000000,180000000,4.59,Canada
Triple Flag Precious Metals,59740000,2760000000,160000000,13.65,Canada
Bank First,59630000,890000000,110000000,85.68,USA
Delegat,59490000,560000000,200000000,5.46,New Zealand
Mitsui Fudosan Logistics Park,59270000,2130000000,150000000,"3,699",Japan
SmartFinancial (SmartBank),59230000,390000000,170000000,23.09,USA
Radiant Logistics,59210000,310000000,1450000000,6.61,USA
Cricut,59070000,3450000000,820000000,15.75,USA
Guoco,58970000,2480000000,240000000,7.54,Hong Kong
Tethys Oil,58900000,150000000,140000000,4.76,Sweden
Jakks Pacific,58850000,210000000,780000000,21.35,USA
SMART Global Holdings,58840000,1320000000,1790000000,27.02,USA
Genus,58710000,2090000000,710000000,31.79,UK
Urban One,58600000,270000000,480000000,5.92,USA
Zensar,58590000,1090000000,600000000,4.82,India
TXO Energy Partners,58340000,640000000,220000000,20.87,USA
Destination XL,58330000,310000000,540000000,5.01,USA
Landis+Gyr,58280000,2640000000,1680000000,91.63,Switzerland
XPEL,58280000,2160000000,330000000,78.5,USA
UB Properties,58140000,820000000,140000000,21,USA
CRA International,58060000,700000000,590000000,100.69,USA
Sportsman's Warehouse,58060000,180000000,1390000000,4.83,USA
DeNA,58030000,1500000000,990000000,13.52,Japan
Quad,58000000,190000000,3230000000,3.63,USA
Marine Products Corporation,57960000,550000000,420000000,16.18,USA
Ace Hardware Indonesia,57960000,740000000,450000000,0.04,Indonesia
Capital City Bank Group,57860000,540000000,220000000,32.2,USA
Harmonic,57810000,2000000000,630000000,17.99,USA
Magic Software,57710000,690000000,560000000,14.06,Israel
G8 Education,57420000,560000000,610000000,0.7,Australia
Kennedy Wilson,57300000,2350000000,540000000,16.87,USA
Arendals Fossekompani,57220000,1020000000,480000000,18.31,Norway
Parke Bancorp,57140000,210000000,81460000,17.72,USA
Össur,57120000,1900000000,720000000,4.54,Iceland
Gamania Digital,57100000,460000000,370000000,2.63,Taiwan
Kajaria Ceramics,56940000,2500000000,530000000,15.75,India
Enterprise Bancorp,56750000,370000000,170000000,30.76,USA
Priority Technology Holdings,56750000,250000000,660000000,3.37,USA
EVO Payments,56550000,2990000000,540000000,33.99,USA
NBCC India,56380000,900000000,1030000000,0.5,India
Alpine Summit Energy Partners,56260000,35210000,190000000,0.66,USA
NEUCA,56230000,810000000,2510000000,189.32,Poland
One Liberty Properties,56180000,450000000,93610000,21.18,USA
Cosmo First,56120000,200000000,390000000,7.7,India
The Shyft Group,56090000,820000000,1060000000,23.59,USA
Avanos Medical,56000000,1190000000,810000000,25.6,USA
Sportradar,55940000,3430000000,800000000,11.56,Switzerland
V2X,55930000,1420000000,2890000000,45.87,USA
Simona,55870000,580000000,610000000,97.44,Germany
Netwealth,55800000,2310000000,110000000,9.48,Australia
Mastek,55690000,730000000,310000000,24.14,India
Exclusive Networks,55690000,1960000000,3640000000,21.68,France
GAG Immobilien,55680000,1070000000,440000000,66.24,Germany
Calix,55630000,3360000000,930000000,50.77,USA
Bytes Technology,55580000,1650000000,590000000,6.92,UK
Lodha Group,55500000,7360000000,1150000000,7.62,India
Velocity Financial,55280000,370000000,110000000,11.65,USA
The Hackett Group,55100000,580000000,290000000,21.46,USA
Zhejiang Jinke Tom Culture Industry,54980000,3500000000,210000000,1,China
Bowlero,54880000,2080000000,1080000000,12.04,USA
Tamil Nadu Newsprint and Papers Limited,54570000,180000000,630000000,2.64,India
U.S. Physical Therapy,54480000,1690000000,560000000,115.07,USA
Anora Group,54400000,360000000,820000000,5.38,Finland
Veeco,54360000,1280000000,640000000,24.83,USA
Playa Hotels & Resorts,54320000,1370000000,910000000,9,USA
Ponsse,54320000,930000000,840000000,33.45,Finland
Hingham Institution for Savings,54310000,460000000,85410000,215.84,USA
HarborOne Bancorp,54280000,430000000,190000000,9.27,USA
TrueBlue,54250000,550000000,2160000000,17.81,USA
Indus Holding,54240000,750000000,2000000000,28.25,Germany
Miramar Hotel and Investment,54210000,980000000,150000000,1.42,Hong Kong
Cathay Real Estate Development,53830000,610000000,540000000,0.53,Taiwan
Brunello Cucinelli,53750000,6350000000,450000000,93.5,Italy
Karooooo,53430000,730000000,200000000,23.84,Singapore
Nine Energy Service,53360000,110000000,630000000,3.25,USA
Graphite India,53350000,970000000,390000000,4.97,India
Unity Bancorp,53290000,240000000,100000000,23.9,USA
First Business Financial Services,53180000,240000000,130000000,29.97,USA
MOIL,53110000,400000000,170000000,1.99,India
ZF Commercial Vehicle Control Systems India,53090000,2740000000,410000000,144.95,India
Max Financial Services,53040000,2900000000,3650000000,8.42,India
Nu Skin,52860000,1670000000,2100000000,33.52,USA
Welspun India,52860000,1120000000,990000000,1.15,India
UCT (Ultra Clean Holdings),52830000,1700000000,2240000000,38.05,USA
Ituran,52830000,510000000,290000000,25.41,Israel
Winmark,52780000,1240000000,81880000,358.46,USA
Townsquare Media,52730000,190000000,460000000,11.15,USA
Navitas Semiconductor,52720000,1610000000,37940000,9.38,Ireland
Chase Corporation,52700000,1210000000,370000000,127.42,USA
Kronos Worldwide,52600000,1020000000,1790000000,8.91,USA
Interface,52570000,480000000,1300000000,8.43,USA
Kearny Financial,52560000,490000000,180000000,7.53,USA
NetLink Trust,52510000,2550000000,260000000,0.65,Singapore
Vinci Partners,52500000,490000000,79110000,9.16,Brazil
N-Able,52460000,2640000000,380000000,14.53,USA
Civista Bancshares,52430000,260000000,150000000,17.06,USA
PDS Multinational,52340000,580000000,1330000000,4.4,India
Chalet Hotels,52310000,1070000000,130000000,5.22,India
KPIT Technologies,52180000,3620000000,340000000,13.24,India
VisEra Technologies,52110000,2790000000,270000000,8.86,Taiwan
United Breweries,52060000,4930000000,920000000,18.46,India
Granite Construction,51980000,1800000000,3120000000,39.78,USA
X-FAB,51910000,1420000000,760000000,10.88,Belgium
Healthcare Services Group,51880000,1070000000,1680000000,14.53,USA
Chewy,51870000,16940000000,10090000000,39.64,USA
A10 Networks,51810000,1130000000,270000000,15.35,USA
Village Super Market,51800000,330000000,2110000000,22.23,USA
Retail Opportunity Investments,51690000,1710000000,310000000,13.59,USA
Wirtualna Polska (WP Holding),51610000,770000000,240000000,26.41,Poland
Uxin Limited,51500000,63270000,320000000,1.38,China
Sterling Check,51300000,1160000000,750000000,11.89,USA
Bankwell Financial Group,51210000,190000000,100000000,25.21,USA
Home Bancorp,51210000,270000000,130000000,33.49,USA
Macatawa Bank,50650000,320000000,98080000,9.57,USA
CION Investment,50510000,570000000,61130000,10.52,USA
Indian Energy Exchange,50350000,1360000000,51080000,1.54,India
ModivCare,50300000,660000000,2590000000,47.24,USA
Tata Coffee,50190000,560000000,350000000,3.04,India
Alembic Pharmaceuticals,50110000,1470000000,690000000,7.52,India
Devolver Digital,50020000,150000000,98150000,0.31,USA
Indian Metals & Ferro Alloys,50010000,180000000,340000000,3.47,India
Middlesex Water Company,49950000,1450000000,160000000,82.51,USA
Gentherm,49830000,1950000000,1300000000,59.09,USA
Dixon Technologies,49770000,3300000000,1500000000,55.49,India
Software AG,49730000,2600000000,910000000,35.19,Germany
Aris Water Solutions,49650000,880000000,340000000,9.59,USA
Via S.A.,49630000,840000000,5890000000,0.53,Brazil
Alerus Financial,49600000,380000000,200000000,19.35,USA
Distribution Solutions Group,49560000,1160000000,1340000000,49.99,USA
Kossan Rubber Industries,49500000,760000000,530000000,0.3,Malaysia
Overseas Shipholding Group,49480000,300000000,470000000,3.85,USA
Johnson Outdoors,49450000,600000000,780000000,58.84,USA
CPI Card Group,49140000,280000000,470000000,25.33,USA
Engineers India,49130000,760000000,410000000,1.37,India
Aavas Financiers,48850000,1310000000,170000000,16.52,India
SRA Holdings,48770000,280000000,320000000,23.06,Japan
JSW Holdings,48760000,620000000,49470000,56.15,India
Estun Automation,48700000,3310000000,580000000,3.81,China
James River Group,48600000,750000000,840000000,20.04,Bermuda
Solaris Oilfield Infrastructure,48400000,370000000,340000000,8.28,USA
Mammoth Energy Services,48250000,210000000,410000000,4.46,USA
Collegium Pharmaceutical,48240000,790000000,520000000,22.96,USA
GreenTree Hospitality,48210000,450000000,180000000,4.44,China
ACNB Corporation,48140000,270000000,110000000,32.56,USA
Carriage Services,48050000,410000000,360000000,27.66,USA
Gladstone Investment,48010000,430000000,44980000,13.09,USA
Las Vegas Sands,48000000,44670000000,5280000000,58.45,USA
Devyani International,47960000,2820000000,360000000,2.35,India
Lazydays Holdings,47900000,140000000,1240000000,10.77,USA
NexPoint Residential,47830000,2410000000,270000000,46.72,USA
Red River Bancshares,47820000,380000000,100000000,53.63,USA
AcelRx Pharmaceuticals,47760000,12890000,1770000,1.18,USA
BBX Capital Corporation,47750000,100000000,340000000,7.5,USA
Aurelius Group,47570000,530000000,1530000000,20.12,Germany
Polenergia,47520000,1310000000,1610000000,19.69,Poland
Greenpanel Industries,47510000,510000000,210000000,4.16,India
REX American Resources,47470000,580000000,850000000,33.82,USA
Vishay Precision Group,47350000,510000000,360000000,37.86,USA
Hinduja Global Solutions,47230000,610000000,500000000,13.2,India
Transport Corporation of India,47170000,680000000,460000000,8.79,India
Happinet,47170000,330000000,2280000000,15.05,Japan
Enlight Renewable Energy,47100000,2400000000,140000000,19.94,Israel
Tremor International,47030000,510000000,330000000,7.1,Israel
Mensch und Maschine,46930000,1020000000,350000000,60.76,Germany
Dr Lal PathLabs,46920000,2050000000,240000000,24.73,India
Eckert & Ziegler,46850000,890000000,230000000,42.85,Germany
Time Technoplast,46850000,320000000,510000000,1.42,India
Alpine Income Property Trust,46790000,240000000,45570000,16.06,USA
Custom Truck One Source,46730000,1740000000,1570000000,7.09,USA
Ruth's Hospitality Group,46650000,690000000,510000000,21.49,USA
Southern Missouri Bancorp,46650000,480000000,140000000,42.38,USA
Global Medical REIT,46580000,660000000,140000000,9.53,USA
Hawesko,46570000,390000000,700000000,43.9,Germany
GlobalData,46540000,1940000000,290000000,16.48,UK
IndiaMART,46400000,2200000000,120000000,72.13,India
Guaranty Bancshares,46380000,320000000,120000000,27.79,USA
Softchoice,46320000,740000000,920000000,12.84,Canada
New India Assurance,46310000,2470000000,5010000000,1.5,India
Sierra Bancorp,46230000,270000000,130000000,18.32,USA
NuVasive,46080000,2160000000,1210000000,41.35,USA
Puravankara,46060000,270000000,130000000,1.14,India
Ramkrishna Forgings,45980000,820000000,390000000,5.17,India
EIH Limited,45630000,1620000000,200000000,2.59,India
Allied Tecnologia,45590000,130000000,990000000,1.44,Brazil
Ferrum S.A. de Cerámica y Metalurgia,45550000,1590000000,180000000,0.17,ar Argentina
Portillo's,45420000,1140000000,600000000,20.76,USA
HomeTrust Bancshares,45390000,380000000,170000000,22.35,USA
Centerspace,45240000,1000000000,260000000,62.68,USA
Spandana Sphoorty Financial,45230000,610000000,150000000,8.64,India
Avid Technology,45140000,1060000000,410000000,24.17,USA
Montauk Renewables,45030000,1010000000,200000000,7.04,USA
Volaris,45000000,1700000000,3010000000,14.71,Mexico
P10,44960000,1330000000,190000000,11.49,USA
Digi International,44960000,1360000000,420000000,38,USA
Restaurant Brands New Zealand,44930000,490000000,720000000,3.99,New Zealand
CDSL,44850000,1310000000,68300000,12.63,India
Sasa Polyester,44820000,12440000000,1760000000,2.35,Turkey
Sport Lisboa e Benfica,44790000,93670000,94480000,4.07,Portugal
Tidewater,44730000,2210000000,730000000,43.51,USA
National Energy Services Reunited,44720000,290000000,870000000,3.2,USA
Strauss Group,44390000,2950000000,1780000000,25.35,Israel
Weyco Group,44230000,270000000,350000000,28.78,USA
Northwest Pipe Company,44130000,300000000,440000000,30.79,USA
Makkah Construction & Development,43970000,3210000000,100000000,19.53,S. Arabia
Tata Teleservices,43840000,1880000000,130000000,0.95,India
CapStar Financial,43680000,290000000,110000000,13.94,USA
Siyaram Silk Mills,43650000,310000000,270000000,6.74,India
Bank7,43610000,220000000,78150000,24.7,USA
Whirlpool India,43610000,2270000000,840000000,17.91,India
American National Bank & Trust Company,43510000,320000000,110000000,30.7,USA
Shore Bancshares,43480000,250000000,120000000,12.86,USA
SIGA Technologies,43460000,410000000,100000000,5.8,USA
EZCorp,43440000,460000000,970000000,8.34,USA
VF Corporation,43280000,7580000000,11610000000,19.51,USA
YIT,43270000,500000000,2450000000,2.39,Finland
Skyward Specialty Insurance Group,43200000,920000000,620000000,24.66,USA
Repco Home Finance,43190000,220000000,74880000,3.57,India
Sprott Inc,43070000,840000000,140000000,33.37,Canada
Ducommun,43020000,640000000,730000000,44.24,USA
Iamgold,42900000,1400000000,950000000,2.91,Canada
Penseco Financial Services,42870000,310000000,100000000,43.55,USA
3R Petroleum,42860000,1390000000,360000000,6.76,Brazil
Quess,42750000,770000000,2060000000,5.21,India
Biglari,42710000,610000000,370000000,198.7,USA
Brandywine Realty Trust,42660000,780000000,500000000,4.53,USA
Digital Bros,42560000,290000000,130000000,20.33,Italy
Rayonier Advanced Materials,42560000,270000000,1710000000,4.18,USA
Alta Equipment Group,42400000,520000000,1570000000,16.1,USA
Shriram Pistons & Rings,42380000,430000000,300000000,19.75,India
I.g. Petrochemicals,42170000,190000000,280000000,6.22,India
Nordic American Tankers,42130000,790000000,200000000,3.79,Bermuda
Perrigo,42100000,4650000000,4550000000,34.4,Ireland
Regional Management,41970000,290000000,470000000,30.13,USA
Voltas,41910000,3210000000,1150000000,9.72,India
The Chefs' Warehouse,41880000,1310000000,2820000000,33.34,USA
SkyWest,41700000,1710000000,2960000000,38.69,USA
Argan,41660000,530000000,450000000,39.77,USA
Delta Corp,41660000,810000000,120000000,3.03,India
Cass Information Systems,41590000,560000000,190000000,41.11,USA
NRC Health,41520000,1110000000,140000000,45.2,USA
Alm. Brand,41500000,2580000000,1570000000,1.67,Denmark
Sterlite Technologies,41460000,750000000,840000000,1.88,India
Hindustan Copper,41410000,1350000000,200000000,1.41,India
INEOS Styrolution,41370000,170000000,290000000,9.94,India
UNITED,40970000,230000000,90680000,5.96,Japan
VSE Corporation,40890000,710000000,970000000,55.37,USA
Happiest Minds Technologies,40790000,1620000000,170000000,11.08,India
