Name,Revenue,Multiplicative,Share Price,Country
TrueCar,0.16,1000000000,2.27,USA
Shinpoong Pharm,0.16,1000000000,13.08,S. Korea
Fathom Digital Manufacturing,0.16,1000000000,0.37,USA
Franklin Street Properties,0.16,1000000000,1.42,USA
Aurora Cannabis,0.16,1000000000,0.54,Canada
NAPCO Security Technologies,0.16,1000000000,36.27,USA
Agora.io,0.16,1000000000,3.46,China
Redwire,0.16,1000000000,2.82,USA
Focus Entertainment,0.16,1000000000,42.70,France
Kuantum Papers,0.15,1000000000,2.08,India
Miramar Hotel and Investment,0.15,1000000000,1.42,Hong Kong
RBB Bancorp,0.15,1000000000,12.89,USA
UpHealth,0.15,1000000000,1.52,USA
Burford Capital,0.15,1000000000,12.67,Guernsey
Knights Group,0.15,1000000000,1.00,UK
VTEX,0.15,1000000000,4.38,UK
Enfusion,0.15,1000000000,8.98,USA
Revance Therapeutics,0.15,1000000000,29.36,USA
Sixth Street Specialty Lending,0.15,1000000000,18.71,USA
Anika Therapeutics,0.15,1000000000,26.57,USA
Frasers Logistics & Industrial Trust,0.15,1000000000,0.97,Singapore
Silicom,0.15,1000000000,36.36,Israel
NCS Multistage,0.15,1000000000,18.00,USA
Cerus,0.15,1000000000,2.57,USA
Bar Harbor Bankshares,0.15,1000000000,26.80,USA
Honda Siel Power Products,0.15,1000000000,26.72,India
BigBear.ai,0.15,1000000000,2.51,USA
Treace Medical Concepts,0.15,1000000000,25.24,USA
IIFL Wealth Management,0.15,1000000000,23.66,India
Couchbase,0.15,1000000000,15.44,USA
Tradegate Exchange,0.15,1000000000,119.33,Germany
Diamond Hill Investment Group,0.15,1000000000,178.18,USA
MVB Financial,0.15,1000000000,22.48,USA
Excel Industries,0.15,1000000000,11.99,India
Aeria,0.15,1000000000,2.95,Japan
ADMA Biologics,0.15,1000000000,3.93,USA
Graham Corporation,0.15,1000000000,13.23,USA
Altisource Portfolio,0.15,1000000000,5.87,Luxembourg
Nam Tai Property,0.15,1000000000,5.80,China
Spandana Sphoorty Financial,0.15,1000000000,8.64,India
Pushpay Holdings,0.15,1000000000,0.88,New Zealand
Kahoot!,0.15,1000000000,2.66,Norway
Quipt Home Medical,0.15,1000000000,5.38,USA
Solaria Energía,0.15,1000000000,15.29,Spain
Paratek Pharmaceuticals,0.15,1000000000,2.18,USA
Mitsui Fudosan Logistics Park,0.15,1000000000,"3,699",Japan
Barbeque Nation Hospitality,0.15,1000000000,8.33,India
Civista Bancshares,0.15,1000000000,17.06,USA
Rupa Company,0.15,1000000000,3.30,India
Gladstone Commercial,0.15,1000000000,13.06,USA
MBIA,0.15,1000000000,8.69,USA
DHI Group,0.14,1000000000,4.02,USA
NRC Health,0.14,1000000000,45.20,USA
Gallantt Ispat,0.14,1000000000,0.78,India
Arrow Financial,0.14,1000000000,21.31,USA
IntegraFin,0.14,1000000000,3.35,UK
Sandstorm Gold,0.14,1000000000,5.30,Canada
Summit Financial Group,0.14,1000000000,21.25,USA
Evolus,0.14,1000000000,7.79,USA
PDF Solutions,0.14,1000000000,43.81,USA
TH International (Tims China),0.14,1000000000,2.82,China
Weave Communications,0.14,1000000000,8.22,USA
Karyopharm Therapeutics,0.14,1000000000,2.04,USA
Iteris,0.14,1000000000,4.24,USA
Republic First Bancorp,0.14,1000000000,1.06,USA
Enlight Renewable Energy,0.14,1000000000,19.94,Israel
Aurinia Pharmaceuticals,0.14,1000000000,9.63,Canada
KVH Industries,0.14,1000000000,9.61,USA
Nutex Health,0.14,1000000000,0.42,USA
Symphony Limited,0.14,1000000000,11.17,India
Blade Air Mobility,0.14,1000000000,3.78,USA
Radius Global Infrastructure,0.14,1000000000,14.86,USA
Hipgnosis Songs Fund,0.14,1000000000,1.06,UK
MICT,0.14,1000000000,0.93,USA
TCNS Clothing,0.14,1000000000,5.07,India
Energy Vault,0.14,1000000000,2.71,USA
UB Properties,0.14,1000000000,21.00,USA
Grindr,0.14,1000000000,5.87,USA
iHuman,0.14,1000000000,2.89,China
Veritone,0.14,1000000000,4.49,USA
SYLA Technologies,0.14,1000000000,7.12,Japan
Tethys Oil,0.14,1000000000,4.76,Sweden
Olink Holding,0.14,1000000000,17.81,Sweden
Axsome Therapeutics,0.14,1000000000,85.00,USA
Archosaur Games,0.14,1000000000,0.61,China
Frontier Developments,0.14,1000000000,7.09,UK
TPG Real Estate Finance Trust,0.14,1000000000,7.78,USA
Dhampur Sugar Mills,0.14,1000000000,3.28,India
Docebo,0.14,1000000000,37.79,Canada
Sprott Inc,0.14,1000000000,33.37,Canada
Gulf Island Fabrication,0.14,1000000000,3.24,USA
Caledonia Mining,0.14,1000000000,13.55,Jersey
Southern Missouri Bancorp,0.14,1000000000,42.38,USA
Whitestone REIT,0.14,1000000000,9.82,USA
Global Medical REIT,0.14,1000000000,9.53,USA
Real Good Food plc,0.14,1000000000,3.29,UK
Lifeway Foods,0.14,1000000000,6.88,USA
GAN,0.14,1000000000,1.48,UK
UBM Development,0.14,1000000000,31.75,Austria
Avid Bioservices,0.14,1000000000,16.61,USA
Lion Electric,0.13,1000000000,1.91,Canada
Home Bancorp,0.13,1000000000,33.49,USA
Mitek Systems,0.13,1000000000,11.01,USA
Viemed Healthcare,0.13,1000000000,9.24,USA
Digital Bros,0.13,1000000000,20.33,Italy
BAIOO Family Interactive,0.13,1000000000,0.05000,China
Chalet Hotels,0.13,1000000000,5.22,India
Silk Road Medical,0.13,1000000000,31.96,USA
Axogen,0.13,1000000000,9.19,USA
Puravankara,0.13,1000000000,1.14,India
Bank of Marin Bancorp,0.13,1000000000,19.38,USA
Deciphera Pharmaceuticals,0.13,1000000000,14.43,USA
Summerset Holdings,0.13,1000000000,5.71,New Zealand
Energy Resources of Australia,0.13,1000000000,0.02000,Australia
Safari Industries India,0.13,1000000000,36.73,India
Greenlane,0.13,1000000000,2.08,USA
MariMed,0.13,1000000000,0.39,USA
Fate Therapeutics,0.13,1000000000,5.58,USA
Matterport,0.13,1000000000,3.26,USA
Tata Teleservices,0.13,1000000000,0.95,India
LiveVox,0.13,1000000000,2.73,USA
Swissquote,0.13,1000000000,213.01,Switzerland
FuelCell Energy,0.13,1000000000,2.56,USA
S.S. Lazio,0.13,1000000000,1.17,Italy
CS Disco,0.13,1000000000,7.90,USA
PowerFleet,0.13,1000000000,3.28,USA
Hinduja Ventures,0.13,1000000000,1.43,India
AirAsia,0.13,1000000000,1.97,Malaysia
Capstone Infrastructure,0.13,1000000000,10.01,Canada
Bridgewater Bancshares,0.13,1000000000,10.32,USA
CEVA,0.13,1000000000,25.77,USA
G5 Entertainment,0.13,1000000000,18.15,Sweden
Olectra Greentech,0.13,1000000000,11.30,India
First Business Financial Services,0.13,1000000000,29.97,USA
Goodman Property Trust,0.13,1000000000,1.37,New Zealand
Pacific Biosciences,0.13,1000000000,12.75,USA
Sierra Bancorp,0.13,1000000000,18.32,USA
Spok Holdings,0.13,1000000000,12.69,USA
CorEnergy Infrastructure Trust,0.13,1000000000,1.21,USA
Kaveri Seed,0.13,1000000000,6.24,India
Sanghi Industries,0.13,1000000000,0.83,India
Clovis Oncology,0.13,1000000000,0.08120,USA
MetroCity Bankshares,0.13,1000000000,18.60,USA
Arvinas,0.13,1000000000,29.22,USA
NanoString Technologies,0.13,1000000000,5.02,USA
Ingersoll Rand India,0.13,1000000000,35.43,India
Repare Therapeutics,0.13,1000000000,12.13,Canada
Lantronix,0.13,1000000000,4.30,USA
Trustpilot Group,0.13,1000000000,1.02,Denmark
Clipper Realty,0.13,1000000000,5.48,USA
ESAB India,0.13,1000000000,48.87,India
Poseida Therapeutics,0.13,1000000000,2.35,USA
OrthoPediatrics,0.13,1000000000,46.32,USA
Kingstone Companies,0.13,1000000000,1.31,USA
Rigel Pharmaceuticals,0.12,1000000000,1.60,USA
Kamada,0.12,1000000000,5.33,Israel
Northrim BanCorp,0.12,1000000000,41.02,USA
Orrstown Financial Services,0.12,1000000000,19.47,USA
Monte Carlo Fashions,0.12,1000000000,10.00,India
Cian,0.12,1000000000,3.40,Russia
American Software,0.12,1000000000,10.56,USA
Kaspien,0.12,1000000000,0.20,USA
Nathan's Famous,0.12,1000000000,79.64,USA
Legend Biotech,0.12,1000000000,70.07,USA
Golub Capital,0.12,1000000000,13.41,USA
Guaranty Bancshares,0.12,1000000000,27.79,USA
Vadilal Industries,0.12,1000000000,29.61,India
C&F Financial Corporation,0.12,1000000000,55.78,USA
Innovid,0.12,1000000000,1.00,USA
gumi,0.12,1000000000,4.88,Japan
Neuland Laboratories,0.12,1000000000,35.63,India
KLab,0.12,1000000000,2.48,Japan
Shore Bancshares,0.12,1000000000,12.86,USA
CleanSpark,0.12,1000000000,3.88,USA
Regal Hotels International,0.12,1000000000,0.38,Hong Kong
Grand Twins International Cambodia,0.12,1000000000,0.78,Cambodia
OrganiGram Holdings,0.12,1000000000,0.44,Canada
Alector,0.12,1000000000,7.47,USA
Apex Frozen Foods,0.12,1000000000,2.66,India
Delta Corp,0.12,1000000000,3.03,India
Seanergy Maritime,0.12,1000000000,4.15,Greece
StepStone Group,0.12,1000000000,24.82,USA
Kayak Inc,0.12,1000000000,6.62,Japan
Omega Flex,0.12,1000000000,107.00,USA
Corby Spirit and Wine,0.12,1000000000,10.49,Canada
Talkspace,0.12,1000000000,1.25,USA
Allot,0.12,1000000000,3.05,Israel
ProPhase Labs,0.12,1000000000,7.31,USA
Reservoir Media,0.12,1000000000,6.24,USA
Hannon Armstrong,0.12,1000000000,27.14,USA
Third Coast Bancshares,0.12,1000000000,17.06,USA
Team17,0.12,1000000000,4.41,UK
Nazara Technologies,0.12,1000000000,8.41,India
Akeso,0.12,1000000000,4.79,China
İşbir Holding,0.12,1000000000,3.09,Turkey
Cheetah Mobile,0.12,1000000000,2.29,China
PennyMac Mortgage Investment Trust,0.12,1000000000,13.29,USA
IndiaMART,0.12,1000000000,72.13,India
Ten Square Games,0.12,1000000000,22.56,Poland
AXT Inc,0.12,1000000000,3.59,USA
Idorsia,0.12,1000000000,9.37,Switzerland
ImmunoGen,0.12,1000000000,18.44,USA
Mahanagar Telephone Nigam,0.11,1000000000,0.25,India
CapStar Financial,0.11,1000000000,13.94,USA
Athenex,0.11,1000000000,0.20,USA
Hippo,0.11,1000000000,15.81,USA
McEwen Mining,0.11,1000000000,7.29,Canada
Silvercrest Asset Management Group,0.11,1000000000,20.90,USA
TransMedics Group,0.11,1000000000,78.63,USA
Netwealth,0.11,1000000000,9.48,Australia
4Front Ventures,0.11,1000000000,0.14,USA
Acorda Therapeutics,0.11,1000000000,12.91,USA
Bank First,0.11,1000000000,85.68,USA
Outset Medical,0.11,1000000000,22.14,USA
Qudian,0.11,1000000000,1.91,China
Kandi Technologies Group,0.11,1000000000,4.18,China
Marathon Digital Holdings,0.11,1000000000,9.98,USA
ZeroFox,0.11,1000000000,1.19,USA
VIB Vermögen,0.11,1000000000,16.38,Germany
Hangzhou Electronic Soul Network Technology,0.11,1000000000,7.14,China
TCG BDC,0.11,1000000000,14.58,USA
Anant Raj,0.11,1000000000,2.04,India
BCB Bancorp,0.11,1000000000,12.41,USA
SI-BONE,0.11,1000000000,28.18,USA
Bain Capital,0.11,1000000000,13.37,USA
Codexis,0.11,1000000000,2.88,USA
FibroGen,0.11,1000000000,16.72,USA
Hut 8 Mining,0.11,1000000000,2.30,Canada
E INC (E Automotive),0.11,1000000000,2.33,Canada
Serverworks,0.11,1000000000,23.95,Japan
Five Star Bancorp,0.11,1000000000,23.26,USA
Keppel REIT,0.11,1000000000,0.68,Singapore
Uranium Energy,0.11,1000000000,3.29,USA
Kingsway Financial Services,0.11,1000000000,8.74,Canada
Northeast Bank,0.11,1000000000,43.03,USA
Greenidge Generation Holdings,0.11,1000000000,2.89,USA
Apollo Pipes,0.11,1000000000,8.64,India
Identiv,0.11,1000000000,7.46,USA
InfuSystem,0.11,1000000000,9.93,USA
Hesai Group,0.11,1000000000,10.43,China
HEXO,0.11,1000000000,0.75,Canada
Lakeland Industries,0.11,1000000000,14.00,USA
Vst Tillers Tractors,0.11,1000000000,34.32,India
Tejas Networks,0.11,1000000000,8.67,India
Fairfax India Holdings,0.11,1000000000,13.76,Canada
Arcus Biosciences,0.11,1000000000,19.54,USA
Luna Innovations,0.11,1000000000,10.00,USA
ACNB Corporation,0.11,1000000000,32.56,USA
Velocity Financial,0.11,1000000000,11.65,USA
InterCure,0.11,1000000000,2.13,Israel
Zordix,0.11,1000000000,0.95,Sweden
Kellton Tech Solutions,0.11,1000000000,0.72,India
American National Bank & Trust Company,0.11,1000000000,30.70,USA
Digital Domain,0.11,1000000000,0.03000,Hong Kong
indie Semiconductor,0.11,1000000000,9.83,USA
Avalon Technologies,0.11,1000000000,6.17,India
Great Portland Estates,0.11,1000000000,5.83,UK
Xeris Pharmaceuticals,0.11,1000000000,2.77,USA
First Western Financial,0.11,1000000000,18.50,USA
Ellington Financial,0.11,1000000000,13.52,USA
REGENXBIO,0.10,1000000000,19.88,USA
CROOZ,0.10,1000000000,6.54,Japan
Gencor Industries,0.10,1000000000,14.39,USA
Performant Financial,0.10,1000000000,3.29,USA
First Guaranty Bancshares,0.10,1000000000,12.67,USA
Orient Paper Mills,0.10,1000000000,0.53,India
Red River Bancshares,0.10,1000000000,53.63,USA
SIGA Technologies,0.10,1000000000,5.80,USA
BayCom (United Business Bank),0.10,1000000000,18.53,USA
Penseco Financial Services,0.10,1000000000,43.55,USA
Mishra Dhatu Nigam,0.10,1000000000,3.21,India
The Joint Corp.,0.10,1000000000,14.47,USA
BitNile,0.10,1000000000,0.12,USA
Heron Therapeutics,0.10,1000000000,1.21,USA
Oriental Aromatics,0.10,1000000000,4.24,India
Seritage Growth Properties,0.10,1000000000,8.43,USA
Broadmark Realty Capital,0.10,1000000000,4.82,USA
Citizens & Northern Corp,0.10,1000000000,21.01,USA
uniQure,0.10,1000000000,19.45,Netherlands
Energy Recovery,0.10,1000000000,27.39,USA
Telix Pharmaceuticals,0.10,1000000000,7.85,Australia
Compleo Charging Solutions,0.10,1000000000,0.66,Germany
Aeroporto G. Marconi Bologna,0.10,1000000000,9.20,Italy
Coffee Day Enterprises,0.10,1000000000,0.46,India
Stronghold Digital Mining,0.10,1000000000,4.00,USA
First Internet Bancorp,0.10,1000000000,14.68,USA
Youngevity International,0.10,1000000000,0.001600,USA
Apellis Pharmaceuticals,0.10,1000000000,89.27,USA
Aytu BioScience,0.10,1000000000,1.82,USA
GuangZhou Wahlap Technology,0.10,1000000000,3.60,China
Newtek,0.10,1000000000,16.58,USA
Quanterix,0.10,1000000000,22.57,USA
Planet13,0.10,1000000000,0.55,USA
Asure Software,0.10,1000000000,11.55,USA
Bankwell Financial Group,0.10,1000000000,25.21,USA
Stabilis Solutions,0.10,1000000000,4.38,USA
Southern First Bancshares,0.10,1000000000,26.55,USA
Zeal Network,0.10,1000000000,37.33,Germany
System1,0.10,1000000000,4.48,USA
Ares Commercial Real Estate,0.10,1000000000,10.12,USA
Netstreit,0.10,1000000000,18.52,USA
Southern Petrochemical Industries Corp,0.10,1000000000,0.82,India
eMemory Technology,0.10,1000000000,74.76,Taiwan
Precinct Properties,0.10,1000000000,0.78,New Zealand
Investar Holding,0.10,1000000000,11.31,USA
Advanced Emissions Solutions,0.10,1000000000,1.34,USA
SurModics,0.10,1000000000,25.08,USA
Aiming Inc,0.10,1000000000,3.26,Japan
Arnarlax (Icelandic Salmon),0.10,1000000000,14.49,Iceland
OTC Markets Group,0.10,1000000000,55.25,USA
RGC Resources,0.10,1000000000,21.36,USA
"View, Inc.",0.10,1000000000,0.14,USA
Geospace Technologies,0.10,1000000000,7.82,USA
Sunlight REIT,0.10,1000000000,0.38,Hong Kong
ViewRay,0.10,1000000000,0.47,USA
Farmers & Merchants Bancorp,0.10,1000000000,22.67,USA
Denali Therapeutics,0.10,1000000000,31.04,USA
Community Healthcare Trust,0.10,1000000000,34.28,USA
Altus Power,0.10,1000000000,5.28,USA
EMCORE Corporation,0.10,1000000000,0.71,USA
Markforged,0.10,1000000000,1.10,USA
Ideanomics,0.10,1000000000,0.08230,USA
Makkah Construction & Development,0.10,1000000000,19.53,S. Arabia
Unity Bancorp,0.10,1000000000,23.90,USA
PTC Financial Services,0.10,1000000000,0.24,India
CRISPR Therapeutics,0.10,1000000000,57.75,Switzerland
geechs,0.10,1000000000,5.58,Japan
Kaixin Auto,99.95,1000000,0.32,China
Astra Microwave,99.92,1000000,4.25,India
MannKind Corp,99.77,1000000,4.09,USA
1stdibs.Com,99.69,1000000,3.61,USA
BSE,99.6,1000000,6.98,India
ZK International Group,99.4,1000000,0.77,China
Artesian Resources,98.89,1000000,49.32,USA
PropertyGuru,98.72,1000000,4.53,Singapore
Atoss,98.71,1000000,232.65,Germany
Sunlight Financial,98.5,1000000,0.37,USA
Alvotech,98.44,1000000,7.90,Iceland
Devolver Digital,98.15,1000000,0.31,USA
Macatawa Bank,98.08,1000000,9.57,USA
Cytokinetics,98.05,1000000,34.84,USA
Xencor,98.04,1000000,26.49,USA
Agenus,98.02,1000000,1.77,USA
Astec Lifesciences,97.89,1000000,16.80,India
Ethos Watches,97.8,1000000,16.13,India
eGain,97.77,1000000,7.61,USA
SomaLogic,97.66,1000000,2.37,USA
Revenio,97.02,1000000,36.98,Finland
Imperial Petroleum,97.01,1000000,4.32,Greece
USD Partners,96.99,1000000,1.00,USA
Fonar Corporation,96.83,1000000,16.89,USA
Xebec Adsorption,96.44,1000000,0.38,Canada
Shalby,96.23,1000000,1.86,India
FingerTango,96.2,1000000,0.01000,China
Paladin Energy,96.04,1000000,0.51,Australia
Hour Loop,95.93,1000000,1.70,USA
Mirum Pharmaceuticals,95.76,1000000,27.55,USA
Bank Jago,95.43,1000000,0.20,Indonesia
Velo3D,95.35,1000000,1.92,USA
Borosil,95.33,1000000,6.46,India
ToughBuilt Industries,95.25,1000000,0.79,USA
Navkar Corp,95.16,1000000,0.69,India
Orange County Bancorp,94.94,1000000,33.40,USA
Retractable Technologies,94.81,1000000,1.29,USA
Codorus Valley Bancorp,94.6,1000000,20.11,USA
Sport Lisboa e Benfica,94.48,1000000,4.07,Portugal
Nogin,94.47,1000000,1.26,USA
iFresh,94.25,1000000,0.004000,USA
Terran Orbital,94.23,1000000,1.35,USA
Consolidated Water,94.1,1000000,22.45,Cayman Islands
One Liberty Properties,93.61,1000000,21.18,USA
Kewal Kiran Clothing,93.45,1000000,6.14,India
Western New England Bancorp,93,1000000,5.89,USA
QNB Finansleasing,92.98,1000000,3.98,Turkey
Evans Bancorp,92.73,1000000,25.25,USA
East Side Games,92.34,1000000,0.51,Canada
Nektar Therapeutics,92.05,1000000,0.57,USA
India Motor Parts and Accessories,91.98,1000000,9.15,India
Cronos Group,91.9,1000000,1.71,Canada
Universal Health Realty Income Trust,91.67,1000000,48.47,USA
2seventy bio,91.49,1000000,10.21,USA
First Bancorp,91.23,1000000,26.08,USA
FS KKR Capital,91,1000000,19.11,USA
Phnom Penh Water Supply Authority,90.96,1000000,1.82,Cambodia
Glass House Brands,90.89,1000000,3.66,USA
Valens Semiconductor,90.71,1000000,2.38,Israel
Bliss GVS Pharma,90.7,1000000,1.00,India
UNITED,90.68,1000000,5.96,Japan
Sientra,90.54,1000000,2.31,USA
Gladstone Land,90.49,1000000,17.24,USA
Sterling Tools,90.4,1000000,4.34,India
Kokuyo Camlin,90.28,1000000,1.43,India
Societal CDMO,90.21,1000000,1.12,USA
Pexip,90.09,1000000,2.06,Norway
CTO Realty Growth,89.82,1000000,17.02,USA
Shaftesbury Capital,89.81,1000000,1.51,UK
3i Infotech,89.64,1000000,0.42,India
Bragg Gaming Group,89.23,1000000,3.30,Canada
Harrow Health,88.59,1000000,18.68,USA
KFin Technologies,88.39,1000000,4.44,India
Ispire Technology,88.09,1000000,7.43,USA
Direct Digital Holdings,88.04,1000000,3.02,USA
Nano Labs,87.28,1000000,2.17,China
Central Valley Community Bancorp,86.82,1000000,15.62,USA
AMTD IDEA Group,86.36,1000000,1.67,Hong Kong
O2Micro,86.22,1000000,4.90,Cayman Islands
Hingham Institution for Savings,85.41,1000000,215.84,USA
Southern States Bancshares,85.36,1000000,22.00,USA
Inox Wind,85.3,1000000,1.87,India
PROCEPT BioRobotics,85.22,1000000,34.65,USA
Backblaze,85.15,1000000,4.64,USA
Kitex Garments,85.13,1000000,2.07,India
Americas Gold and Silver Corp,85.01,1000000,0.38,Canada
Bank Mayapada Internasional,84.56,1000000,0.03000,Indonesia
Sihanoukville Autonomous Port,84.36,1000000,3.24,Cambodia
Nusantara Pelabuhan Handal,84.2,1000000,0.07000,Indonesia
Hindustan Media Ventures,84.16,1000000,0.77,India
Ballard Power Systems,83.82,1000000,4.58,Canada
FC Porto,83.72,1000000,1.17,Portugal
Burning Rock Biotech,83.21,1000000,2.50,China
Björn Borg,82.82,1000000,4.05,Sweden
Selecta Biosciences,82.71,1000000,1.18,USA
Ascendis Pharma,82.61,1000000,92.35,Denmark
Community Financial Corporation,82.51,1000000,30.00,USA
Sonim Technologies,82.37,1000000,1.17,USA
Indoritel,82.05,1000000,0.27,Indonesia
Jounce Therapeutics,82,1000000,1.88,USA
Winmark,81.88,1000000,358.46,USA
Omaxe,81.57,1000000,0.64,India
Parke Bancorp,81.46,1000000,17.72,USA
Green Plains Partners,81.44,1000000,13.12,USA
ReneSola,81.41,1000000,3.75,USA
Theratechnologies,81.4,1000000,0.95,Canada
Mynet,81.26,1000000,2.36,Japan
Boston Omaha,81.23,1000000,19.48,USA
Enanta Pharmaceuticals,81.17,1000000,24.12,USA
California BanCorp,81.15,1000000,15.02,USA
Drecom,81.12,1000000,5.14,Japan
Enzo Biochem,81.12,1000000,2.01,USA
Sporting Clube de Portugal,81.05,1000000,0.83,Portugal
ShotSpotter,81,1000000,21.58,USA
MainStreet Bancshares,80.57,1000000,23.25,USA
FinWise Bancorp,80.29,1000000,9.00,USA
Spire Global,80.26,1000000,0.69,USA
First Northwest Bancorp,80.19,1000000,11.10,USA
Aether Industries,80.06,1000000,12.17,India
India Nippon Electricals,79.97,1000000,4.77,India
Gaia,79.85,1000000,2.47,USA
Atlas Arteria,79.64,1000000,4.32,Australia
Provident Bancorp,79.46,1000000,8.16,USA
Akoya Biosciences,79.37,1000000,8.33,USA
Vinci Partners,79.11,1000000,9.16,Brazil
Innodata,79,1000000,11.94,USA
Zug Estates Holding,78.63,1000000,"1,891",Switzerland
Bank of Innovation,78.6,1000000,43.19,Japan
Berkeley Lights,78.59,1000000,1.20,USA
Granite Point Mortgage Trust,78.25,1000000,5.27,USA
Bank7,78.15,1000000,24.70,USA
Orion Energy Systems,77.81,1000000,1.76,USA
BridgeBio Pharma,77.78,1000000,15.01,USA
Agrify,77.64,1000000,0.20,USA
Apollo Endosurgery,76.85,1000000,10.00,USA
Argo Blockchain,76.78,1000000,1.03,UK
Beam Therapeutics,76.69,1000000,33.69,USA
Wheeler Real Estate Investment Trust,76.64,1000000,0.70,USA
OptiNose,76.27,1000000,1.16,USA
Calliditas Therapeutics,76.26,1000000,18.45,Sweden
MFA Financial,76.04,1000000,11.52,USA
Fortress Biotech,75.74,1000000,0.71,USA
Igarashi Motors India,75.63,1000000,5.95,India
Esperion Therapeutics,75.47,1000000,1.42,USA
Sterling Bancorp,75.42,1000000,5.50,USA
Sight Sciences,75.27,1000000,8.48,USA
Performance Shipping,75.17,1000000,0.72,Greece
Kaiser (China) Culture,75.06,1000000,0.84,China
Y-mAbs Therapeutics,75.03,1000000,7.58,USA
22nd Century Group,75.02,1000000,0.47,USA
Repco Home Finance,74.88,1000000,3.57,India
Capstone Green Energy,74.79,1000000,1.25,USA
Trinity Biotech,74.77,1000000,1.04,Ireland
Softstar Entertainment,74.64,1000000,2.83,Taiwan
Plumas Bancorp,74.63,1000000,37.20,USA
Bigtincan,74.33,1000000,0.35,Australia
Mahindra Lifespaces,74.23,1000000,5.69,India
Westwood Holdings Group,74.19,1000000,13.25,USA
Greene County Bancorp,74.16,1000000,30.78,USA
Charlotte's Web,74.13,1000000,0.20,USA
NJ Holdings,74.12,1000000,4.93,Japan
Property For Industry,73.96,1000000,1.47,New Zealand
Rane Brake Lining,73.84,1000000,9.38,India
Cosmo Pharmaceuticals,73.69,1000000,53.43,Ireland
Journey Medical,73.66,1000000,2.26,USA
Butterfly Network,73.39,1000000,2.34,USA
Nucleus Software Exports,72.94,1000000,13.66,India
Rockwell Medical,72.81,1000000,4.29,USA
Timberland Bancorp,72.74,1000000,25.45,USA
Future Supply Chain Solutions,72.65,1000000,0.14,India
Hawthorn Bancshares,71.99,1000000,18.27,USA
Curevac,71.78,1000000,10.24,Germany
Wallbox,71.57,1000000,3.19,Spain
AFC Gamma,71.54,1000000,13.06,USA
uCloudlink Group,71.46,1000000,3.23,Hong Kong
Méliuz,71.4,1000000,1.84,Brazil
LCNB,71.17,1000000,15.01,USA
ESSA Bancorp,70.92,1000000,15.71,USA
DAVIDsTEA,70.92,1000000,0.52,Canada
Balaji Telefilms,70.89,1000000,0.54,India
Unitech Group,70.81,1000000,0.02000,India
PeptiDream,70.72,1000000,15.88,Japan
BRT Apartments,70.52,1000000,19.89,USA
Solar Integrated Roofing,70.49,1000000,0.01450,USA
Tejon Ranch,70.46,1000000,17.90,USA
Winc,70.4,1000000,0.0004000,USA
Treasure Global,70.38,1000000,1.37,Malaysia
Pixelworks,70.14,1000000,1.81,USA
Science 37,70.14,1000000,0.26,USA
OPTiM,70.07,1000000,8.03,Japan
ACRES Commercial Realty,70,1000000,8.29,USA
TherapeuticsMD,69.96,1000000,3.85,USA
Snail Inc,69.92,1000000,1.63,China
Peoples Bancorp of North Carolina,69.89,1000000,19.66,USA
Pareteum Corporation,69.63,1000000,N/A,USA
Cimbeton,69.37,1000000,21.43,Turkey
Owlet,69.19,1000000,0.25,USA
Morphic Therapeutic,68.94,1000000,58.50,USA
Ponce Financial Group,68.93,1000000,8.98,USA
Forge Global,68.9,1000000,1.83,USA
Inuvo,68.84,1000000,0.23,USA
Fabasoft,68.8,1000000,19.98,Austria
Personalis,68.68,1000000,2.09,USA
CDSL,68.3,1000000,12.63,India
VersaBank,68.25,1000000,7.85,Canada
AlphaPolis,68.19,1000000,18.32,Japan
Penns Woods Bancorp,67.78,1000000,26.85,USA
Sutro Biopharma,67.77,1000000,5.10,USA
Alkaline Water Company,67.69,1000000,1.80,USA
Pestech Cambodia,67.42,1000000,0.73,Cambodia
Hanover Bancorp,67.42,1000000,17.44,USA
NantHealth,67,1000000,1.35,USA
Redhill Biopharma,66.93,1000000,1.99,Israel
Urban-gro,66.93,1000000,1.41,USA
Neuronetics,66.56,1000000,2.20,USA
Maiden Holdings,66.38,1000000,2.20,Bermuda
Virginia National Bankshares,66.28,1000000,30.21,USA
Jianzhi Education Technology Group,66.25,1000000,1.01,China
7Road,65.99,1000000,0.30,China
BoomBit,65.87,1000000,3.25,Poland
BlackSky Technology,65.35,1000000,1.75,USA
Sunteck Realty,64.74,1000000,3.46,India
Partners Bancorp,64.42,1000000,6.48,USA
UroGen Pharma,64.35,1000000,12.00,USA
Upexi,64.11,1000000,2.23,USA
Riverview Bancorp,63.8,1000000,5.19,USA
Multi Commodity Exchange,63.29,1000000,19.55,India
RPG Life Sciences,63.09,1000000,11.21,India
Ardelyx,63.05,1000000,3.73,USA
Aehr Test Systems,62.98,1000000,39.40,USA
Vapotherm,62.91,1000000,0.59,USA
Sorrento Therapeutics,62.84,1000000,0.31,USA
Shen Zhen Shengxunda Technology (gamexun),62.71,1000000,3.53,China
OptimizeRx,62.45,1000000,14.99,USA
Genius Brands,62.29,1000000,3.08,USA
Cantabil Retail India,62.21,1000000,13.02,India
Equity Commonwealth,62.03,1000000,21.19,USA
Reliance Communications,61.92,1000000,0.01000,India
York Water,61.22,1000000,43.75,USA
